Q-State,Temperature,Pressure,External Observers,Entanglement Level,Probability of Outcome,Decision Superposition,Outcome
"[0.4575745385137976, 0.8891712668006571]",27.611848940824643,1048.0725355661823,9,0.6166882431226106,0.059691481197925444,0,No
"[0.7340737035726974, 0.6790698032772947]",30.2887321903201,1011.9456761715767,5,0.996635764036929,0.5817482271323916,0,Yes
"[0.9600251451435567, 0.27991377367341685]",33.98183570342583,1048.252500865585,2,0.9970283008515626,0.2014583185157114,0,No
"[0.5632329164325912, 0.8262981797431469]",31.52005465196762,1012.6423979281195,4,0.5427844456708458,0.19624383472385543,0,Yes
"[0.957055853088246, 0.2899035944405134]",26.055360760162515,997.0506943566883,5,0.9518632120279672,0.6752520653033776,0,No
"[0.8345417405720682, 0.5509447188629208]",31.075980504207312,1006.0964593734207,8,0.34709379549899066,0.6451062838917352,1,No
"[0.7811479898591333, 0.6243459120864293]",16.888842704807995,996.1382597159977,0,0.18713935528540426,0.97936453432181,1,No
"[0.9643887625292081, 0.26448877992720643]",21.031775501583525,1005.6066793147198,0,0.27572976207878996,0.5352702209541523,0,No
"[0.568522332335525, 0.8226678294644656]",17.318386030561246,1027.7768238742462,1,0.33726875402607914,0.5813020800422728,0,Yes
"[0.9176290581946588, 0.3974379342196507]",29.013369424817295,991.1997661552003,0,0.9206633762124131,0.2368919329461705,1,Yes
"[0.9992389301595532, 0.039007184640674306]",33.678871535215464,1038.55098057476,4,0.3675288347962087,0.26123803500924037,0,Yes
"[0.03889851549768581, 0.9992431663474493]",15.915219499129677,1030.0556360342146,4,0.3335836958893176,0.633545321467626,1,Yes
"[0.9732178458497796, 0.2298848070654408]",31.71786224075546,1020.6448131334795,0,0.9944119157675635,0.995287249276007,1,No
"[0.601992792730932, 0.7985015200361318]",27.170667178235114,1001.6498295434448,5,0.24654510228503967,0.8552036441410539,1,No
"[0.9944674466426412, 0.1050452167786121]",23.657952141105817,1015.4666299343558,8,0.08283261011511323,0.9885889382724029,1,Yes
"[0.7119979095983597, 0.7021815838709856]",26.794560568563995,1037.0693290950603,1,0.12463560243651017,0.9597616955021773,0,No
"[0.6357908943338763, 0.7718613467988469]",18.838316243489924,1044.6595814442153,6,0.3616986230033514,0.3766480137684908,0,Yes
"[0.7738576058481847, 0.6333596181245814]",31.311529967560325,1044.6112188221523,6,0.0756433445751048,0.022002202570004736,0,Yes
"[0.7936046333795819, 0.6084337974492046]",33.781056528348415,1006.4742756355312,0,0.029071161773354337,0.4157952222908219,0,No
"[0.8729781797000533, 0.4877592621033264]",22.183841117879595,980.7636044284259,8,0.7327043626414789,0.6476509267765849,1,No
"[0.3685475389425872, 0.9296089024634835]",24.530239286260493,1009.6518302552266,0,0.09728134708797698,0.8164768646667899,1,No
"[0.6063362587753027, 0.7952083634459393]",17.548350925150206,1017.1650341431172,8,0.11267619321825117,0.5999362847555391,0,Yes
"[0.6722503037295652, 0.7403239352712483]",33.503074760675055,1005.9708835475313,0,0.6176037100241456,0.23144223730739533,1,No
"[0.8049654041867369, 0.5933217491905073]",15.439312492854068,1005.5268534645874,3,0.1888868848812889,0.09864283351993908,1,No
"[0.8967367796286491, 0.4425642869247809]",33.72887658475078,1033.7847931882832,0,0.9153128352050939,0.2863066473289344,1,No
"[0.9925358062279942, 0.12195357049035359]",30.23282606494209,1002.5651592551817,4,0.43775736606699966,0.7700371348292075,1,Yes
"[0.18700894541019442, 0.9823582108052881]",33.949650678101534,1007.6599060358434,7,0.01112775682350542,0.3091164431588562,0,No
"[0.9836824717239282, 0.1799132980718863]",34.0625705423426,1034.206173951356,4,0.9512828469106583,0.6781899175776821,1,No
"[0.6051774514277349, 0.7960906055741592]",27.776097975660072,1044.9917619608746,6,0.6844415663849465,0.709590736235354,1,No
"[0.5471525196481859, 0.8370329266179685]",20.96042776618569,1022.9329128913499,8,0.8242209141595932,0.6843021902047434,0,Yes
"[0.9387826787354089, 0.34450991583170754]",22.124330464795854,993.8355575397518,5,0.8671961878400125,0.919068313232757,0,No
"[0.5659643368992233, 0.8244297237231457]",25.05703025674463,993.0336426123791,1,0.5724457385310997,0.26864930970711776,1,No
"[0.7092076660977708, 0.7049996357078158]",17.654950751318054,1009.6161423090889,1,0.5078110161805077,0.5065036836821794,1,Yes
"[0.9757205053902943, 0.2190193949423396]",29.139150327261916,1026.3254349738027,0,0.6693778992048355,0.8620400818740144,1,No
"[0.2059456614483433, 0.9785634289766834]",22.49662877216349,1036.8724455032718,0,0.004339802469442655,0.2230413474703693,1,No
"[0.9971228104636813, 0.07580303986654775]",24.038767974319253,1046.0175771900745,3,0.799540981149028,0.6971928908816695,0,No
"[0.12238722713775067, 0.9924824263600502]",19.649948790231992,1016.4691791769442,6,0.8188402435598153,0.3489350861939411,1,No
"[0.6826495400284373, 0.730745924038556]",18.51189301758748,1019.586694605395,6,0.5651029339936418,0.6719961032510722,0,No
"[0.38666009363897474, 0.9222223007426675]",26.349154888529057,1042.925014294997,3,0.061769424800810935,0.9583705176771168,1,No
"[0.7986004441892056, 0.6018615542970024]",30.87679712554396,980.8062131633156,7,0.4264222624382037,0.5698997234680698,1,Yes
"[0.8259899676368251, 0.5636848173964919]",17.34425387808362,996.6456212281087,0,0.8746916394479427,0.4931399285221644,0,No
"[0.21578802638037162, 0.9764402325134212]",29.544257247231677,985.8246034442319,8,0.5234312912944081,0.7527254606111045,1,Yes
"[0.7996524894914315, 0.6004630680151409]",22.889226642690254,1022.308276043459,8,0.9343252976089315,0.5949834139506812,0,No
"[0.47378304747553, 0.880641597884633]",22.554387371378404,988.3215971691475,7,0.9622067244469918,0.3397808510251814,0,Yes
"[0.35774391737040023, 0.9338197307748858]",16.315256533859706,1028.2168598676146,3,0.20901993853752643,0.05835183160444424,1,Yes
"[0.9519518205308958, 0.3062478267480659]",33.998655562544585,1015.9258705246507,8,0.0035337444106920968,0.4244424035842155,1,No
"[0.04348260290004626, 0.999054184338886]",20.053771320560664,1011.7170350838418,8,0.7332657527434732,0.48971354785732246,1,Yes
"[0.9559421482379091, 0.29355512126735506]",16.856888856276612,1021.2889078270363,9,0.5030910144764812,0.5408705890767631,0,No
"[0.3764260049942247, 0.9264466864121691]",24.75917548563357,1036.2907024863212,9,0.4292607632399177,0.5161656250715452,1,Yes
"[0.06624893090044971, 0.9978031264505777]",18.73538069493312,1039.7296024276009,9,0.5288019645195594,0.3649710914884903,1,No
"[0.22076766005625312, 0.975326427547868]",15.874757807206578,1025.6344679423287,3,0.15914505710136329,0.6721747856749867,0,No
"[0.7881662019682639, 0.615462458704771]",26.660373497279164,1013.5578251760016,3,0.7350380719826439,0.14517031069341269,1,Yes
"[0.6795846930534941, 0.7335970589958689]",16.005731384970737,990.4271355187566,9,0.2841157704001557,0.8838602613808074,1,Yes
"[0.9999725689951826, 0.007406838541156735]",25.69411074939176,1033.4789032233818,3,0.08117387282257749,0.3154228418376259,0,Yes
"[0.3639486419988013, 0.9314190174068965]",34.597853864757425,995.7274339825682,7,0.8126721419230688,0.7438556534250912,0,No
"[0.80813716287943, 0.5889943344151839]",20.719527571338787,990.5600209709164,1,0.7763549728519615,0.5975233124717517,0,Yes
"[0.6847434796240459, 0.7287841704595085]",25.661691280794948,1019.0362081166089,6,0.3911146099056455,0.3299887013352173,0,No
"[0.7362274198382862, 0.6767342065229598]",19.89310204262332,987.1664534776996,7,0.9221584077846491,0.6533261261438723,1,No
"[0.23028121481911293, 0.9731241247145369]",15.617118635746209,990.9816014507302,8,0.9073911947067104,0.8815146243895634,1,No
"[0.04018721925618615, 0.9991921674074788]",21.435896578343645,1046.8783225887885,5,0.5334118102810094,0.5111458447051267,1,Yes
"[0.8496517772725608, 0.5273441545874749]",33.31590303716003,1008.7733130082274,1,0.6260734435437714,0.8421804651700436,1,Yes
"[0.43672299948902654, 0.8995960325153217]",25.46198358924367,982.7887731560671,5,0.2229052247306922,0.20426364537836184,1,Yes
"[0.7560818693404229, 0.65447704837885]",16.03616004173816,1006.1076285072553,9,0.5972980376902182,0.8891924747005391,1,Yes
"[0.8807696806882199, 0.47354489711153164]",21.631508191720926,982.9825612566758,2,0.8966920085792633,0.1712032502554266,0,No
"[0.891448152794363, 0.4531227106198916]",28.100918563047916,995.1918422306331,3,0.28898941439526626,0.7323760597787446,0,No
"[0.6549657739036311, 0.7556585439302712]",15.516664758487044,990.7750981925586,2,0.6036575618273576,0.1196596720785571,0,Yes
"[0.47390793645063406, 0.8805743964987295]",31.273045294934963,1006.5337792084981,1,0.36362970523089266,0.02156551552404784,0,Yes
"[0.1402709819115854, 0.9901131509244586]",30.494970527053702,984.607785576608,8,0.9055390724397889,0.09319209945347551,1,No
"[0.32371974964078193, 0.9461530128327602]",17.621141626399464,1030.439914745605,0,0.26753528380843716,0.3558766886694269,1,No
"[0.9999998110243216, 0.0006147774563420724]",16.578080380104716,995.7639846459825,3,0.59362867586706,0.2053551947357869,1,Yes
"[0.40382919206965395, 0.914834402300422]",33.89019689889818,1037.2126330565754,5,0.31626661251693844,0.23520529154934677,0,No
"[0.8714588359541987, 0.4904686506162784]",17.193543485392077,1029.6401030311258,5,0.8106955961958431,0.9185380023468434,1,Yes
"[0.7971083118003817, 0.6038363513889717]",22.809319089410806,1049.734099209277,2,0.5631593000069703,0.7169347154724219,1,Yes
"[0.6638946957404934, 0.7478260713345302]",30.194563881477976,1043.3544348398239,1,0.3120591575723273,0.01962985758660707,0,No
"[0.22938784708500262, 0.973335099341284]",32.41081890941351,1036.932111797743,0,0.3325697737268094,0.27048581967191476,0,Yes
"[0.27735074350523736, 0.9607687365214858]",24.148558038161454,1038.761907545241,6,0.4606986353050446,0.4769227537157843,1,No
"[0.22600709486558482, 0.9741256556884325]",26.2620053188438,1049.793652241954,6,0.692030392025776,0.21301153839981501,0,No
"[0.924079191397579, 0.38220105707074703]",20.383592185912153,1006.5200667131814,3,0.9826803292701983,0.39001125770029677,0,Yes
"[0.4673199568042146, 0.884088263677619]",27.540511799568964,1027.774496724971,5,0.5183839310316825,0.4201797901076473,1,No
"[0.42819490594332793, 0.9036864071812658]",29.947900140393134,1022.9114418147567,8,0.6455271167926467,0.9287551135370887,0,Yes
"[0.8047273858360581, 0.5936445354633227]",19.61976568937991,1002.3092408712864,2,0.32958398046502124,0.16602871047749101,1,Yes
"[0.7343835329537487, 0.6787347247094186]",29.203810498225675,998.9383857594805,3,0.847443001508678,0.988829332121583,0,No
"[0.03551758149863847, 0.9993690516543364]",16.44409932951141,1012.3052570373437,3,0.4445560440735261,0.7166025877684242,0,No
"[0.9680289427361812, 0.25083852579911076]",23.850577896140788,985.9786461520565,9,0.5275348643560599,0.951589357088067,0,No
"[0.6719182394661586, 0.7406253300236887]",24.10771373501001,1042.2242343225128,1,0.6360458858756572,0.3322989956059984,1,Yes
"[0.9991258125759532, 0.04180443331084699]",16.28363381082832,1018.8607715134059,5,0.65871482282634,0.5255711149097287,0,Yes
"[0.9838931319264931, 0.17875767101827103]",20.40464755797972,995.5115188062953,9,0.31801531604176514,0.9408707673154424,1,No
"[0.6755294670434103, 0.7373329906874139]",25.521681320322745,1047.5563773678855,7,0.9769304020985841,0.36340278305496687,0,No
"[0.37416475406518634, 0.9273622468136917]",24.620309421828217,992.8484724970085,4,0.907545692251427,0.8342500599528374,0,No
"[0.6105814738977792, 0.7919534479581586]",34.63844626183466,1019.2570245574735,4,0.5053053463731789,0.3102329357553938,0,Yes
"[0.6284692723358895, 0.7778344127959355]",16.15910252848944,1018.4945045257291,1,0.4562855499545754,0.7436754115184789,0,Yes
"[0.9866428529448668, 0.16289837547628921]",28.07585990584385,1026.1086038380442,0,0.9269257279843908,0.09430614253303693,0,No
"[0.5317359000118191, 0.8469102270244591]",34.40565428720419,1006.8137288764019,7,0.936312015682596,0.005807160943925416,1,Yes
"[0.9910586118586396, 0.13342723807688678]",33.56507170832266,1009.8047032621497,2,0.3754582196723665,0.843178238576672,0,No
"[0.6430925643922271, 0.7657884522656562]",24.94811037562981,1021.5489863045985,6,0.354649771447208,0.8511417477369776,1,No
"[0.8076432803685558, 0.5896713760015136]",17.49240547373048,1040.722353971037,5,0.31407679100830077,0.9307373376574922,1,Yes
"[0.7768333764801657, 0.6297062054533251]",18.488265855027766,1006.6415114701276,7,0.42653581732900714,0.5921803733788529,0,No
"[0.9109453508616446, 0.41252705092339736]",34.935509924119906,986.684945775291,7,0.4415694787519364,0.48750769065470745,1,No
"[0.9999961516540998, 0.002774288555751883]",15.38233555534112,1004.8490551225041,2,0.21752782441814988,0.2056877219039136,0,No
"[0.32181227707076876, 0.9468034950962775]",26.81687333235689,1044.2757629373798,3,0.4854672717894156,0.5685286542625125,0,Yes
"[0.7297994269335817, 0.6836613170623418]",31.159221987973257,1011.0492993142537,3,0.9054332146013966,0.8420984043851735,0,No
"[0.7277405795064106, 0.6858524979466601]",33.97954004651186,981.6128556799313,9,0.8777967622670945,0.31632728269964816,1,No
"[0.9597021249092861, 0.28101927237220065]",26.223058168373974,999.6249116589312,4,0.43782376107961396,0.686365870252591,0,No
"[0.6865483034717487, 0.727084195262188]",18.647855528456144,1026.8850128000547,3,0.7033752811013481,0.6622240531420079,0,No
"[0.9888553959974401, 0.14887916511972388]",22.31257606126753,1049.9056747875961,5,0.1383875893325247,0.4647667999016185,1,Yes
"[0.4355050141292849, 0.9001863044216188]",23.286493831709016,1021.6371969910545,7,0.7505848342821906,0.5107474787949736,0,Yes
"[0.44380997827309604, 0.8961209199573649]",22.577850137863535,1039.9379535727944,0,0.6567542566523049,0.8415979946917878,1,Yes
"[0.8028604927331736, 0.5961669474302025]",20.57940680351063,1012.0914570701348,9,0.5687246458230181,0.4903042352029262,0,No
"[0.9671696639168113, 0.2541315431012889]",15.708462962454837,1048.6977719654772,4,0.3494784061839683,0.5777188271643137,0,No
"[0.7313239876040162, 0.6820302230509737]",28.279210366089547,1002.6307056732276,9,0.7778734199954291,0.0027093399773303606,0,Yes
"[0.0733597729589805, 0.9973055418032163]",24.51262617637397,1012.7092109674048,7,0.5265667492710818,0.22429993210925037,1,Yes
"[0.15697235822249625, 0.9876029965295103]",27.241765669727872,1001.3891223062483,3,0.6883140528167933,0.9568490825450798,1,Yes
"[0.6139375839952835, 0.7893545736600467]",33.630742605498845,983.1129103928346,5,0.004989534138554741,0.6483585212364358,1,No
"[0.3641335714614295, 0.9313467357191648]",32.64299822500152,1048.7284871401225,3,0.3170620197684634,0.48867373275604076,0,No
"[0.2132302558775195, 0.9770019743984182]",17.14771093284139,1023.7693433381938,7,0.9362086494058665,0.8352134200498244,0,Yes
"[0.6821730034046699, 0.731190805074744]",25.28326751328776,1028.3050366691282,4,0.01434065633759396,0.003949549416107145,1,Yes
"[0.9773250444956068, 0.21174455695875705]",33.851786186648994,996.6447737746602,1,0.5614048648059509,0.6186572919134394,1,No
"[0.7963971779274363, 0.6047739536299621]",24.987713373808383,991.5736803044947,4,0.9853967039861844,0.7171303898484893,0,No
"[0.1600709465665088, 0.9871055121238569]",25.81823058082769,1011.1872382544063,9,0.24256624156343642,0.9510296363230523,0,Yes
"[0.39119804713507367, 0.9203065184587712]",16.158196170347978,998.0817816446469,5,0.9109888697995576,0.1142479132614237,1,Yes
"[0.5572095943703302, 0.8303718853270817]",26.713001493045766,1017.1126905554204,0,0.40905480462872246,0.5272093438596072,1,No
"[0.1737663555769389, 0.9847869077468023]",34.02943567581087,1048.5836691520053,0,0.7172050831870146,0.20761033690471487,1,No
"[0.72036195210347, 0.6935983405124885]",25.196053631336575,992.878466113635,1,0.6304368832958682,0.40466521509062814,0,Yes
"[0.9999965467392781, 0.0026280238809703897]",16.73661952522808,1014.6157236440903,6,0.2753659855982652,0.21009628034704053,1,Yes
"[0.3656349936766413, 0.9307583206177006]",32.030353608099986,1043.8583877684378,7,0.7135092256287905,0.9058640212306025,0,Yes
"[0.9501447495529511, 0.31180916422863464]",22.07236751651843,1035.0533623777887,6,0.885131988173328,0.45395425753379504,1,No
"[0.4420514634076028, 0.8969896898511135]",26.056153948929726,1026.8694220534564,2,0.6877413673942452,0.4151234810951554,1,No
"[0.285005758775747, 0.9585258042768909]",34.164052866170394,1006.6424820821537,4,0.4286890168954304,0.5588283826314684,1,No
"[0.8800066383162302, 0.47496138424020085]",30.72357651460613,1014.5119292449459,7,0.6160485324001311,0.14685318974928852,0,Yes
"[0.6610668371480527, 0.7503270199206944]",25.659106050637206,982.9388958331631,3,0.7530865693821805,0.22024945938478324,0,Yes
"[0.3265569486521633, 0.9451775279210718]",15.733135285981987,1028.6603375815246,7,0.7773642853260514,0.09627579019770904,0,Yes
"[0.8540434744505773, 0.5202016375871824]",29.567134382099827,1035.3970658334292,1,0.9383416835873013,0.3662391380335114,1,No
"[0.9853726938043657, 0.17041318700361183]",15.414505942381439,996.356533435075,8,0.4430221971875925,0.834618485527027,0,No
"[0.26959235340444804, 0.9629745391160928]",34.121470670458834,995.808126263122,3,0.22301364712838545,0.9776572345361966,0,Yes
"[0.34845623401509185, 0.9373250519302359]",16.516540928099655,987.8311700598916,5,0.028522557659347525,0.6333987144504095,0,No
"[0.9868325740274471, 0.16174507979646022]",16.890832237671162,986.9087195415057,0,0.6953938836298155,0.873296795626398,1,Yes
"[0.5966918259443265, 0.8024704759997253]",17.68967947028972,1035.4182029043045,4,0.613127061755561,0.8190502977229888,0,No
"[0.9986089151898135, 0.05272792906443152]",31.61472334221203,1022.0857818860292,0,0.14759953447591234,0.7673904537694735,0,No
"[0.9918646177546453, 0.1272972114636904]",27.621891308047815,1015.0490763585402,2,0.23140181000826154,0.9355998124892084,1,Yes
"[0.7341520683492794, 0.6789850812340982]",21.50025740556381,1014.0515015034684,1,0.9552371994483378,0.32346480701411806,1,No
"[0.7098649013629564, 0.7043378605562532]",26.251332485589387,1042.5976679666371,4,0.21713412606112426,0.4856302087135922,0,No
"[0.5767663205860131, 0.8169091818786666]",20.20637896131814,1028.0214351043837,2,0.8226650460139647,0.6358122021023522,0,No
"[0.6051898829720032, 0.7960811551269965]",28.629319259039438,1016.6227251329502,9,0.7138134261326944,0.5473089018011102,1,Yes
"[0.6333562933796412, 0.7738603269559707]",15.201094702830355,1047.7656317284504,8,0.07789826341670036,0.8207913766427002,0,Yes
"[0.7092140048063204, 0.7049932591071922]",15.086164293866753,1007.1956962328554,9,0.7042431475722627,0.22830200488094954,0,No
"[0.7002436112618653, 0.7139039745560616]",23.861435334064183,991.7374759359352,4,0.19884102475979615,0.7122313685081214,0,No
"[0.2909099451686149, 0.9567504396664752]",34.3755526433347,1017.6596561789503,6,0.7256252558556127,0.8463480266610447,1,Yes
"[0.7706791126025249, 0.6372234344389609]",22.80845895115397,1022.8375013670716,0,0.9706298607360941,0.8774036341843685,1,No
"[0.8871948815098558, 0.46139488751254376]",33.50499654513153,1032.7391247093478,8,0.6690647293602384,0.24650006197936225,1,Yes
"[0.9435183234322246, 0.33132034852638315]",28.241378970692267,1049.2319799153947,6,0.3921220130039458,0.30639727329173627,1,No
"[0.5908032207659719, 0.806815687956397]",32.93752297549001,1026.6832802101728,0,0.24763990267000147,0.20958427346678632,0,No
"[0.6393062425778441, 0.7689522275154671]",33.45903824334424,1023.4635083039088,6,0.7005392298339161,0.7533066670510227,1,Yes
"[0.6568230459303825, 0.7540447508833508]",25.473578429533944,999.0643233197869,9,0.10934854868598232,0.42878200070043837,0,No
"[0.22007535478652834, 0.9754828743835453]",22.05369980733169,1014.673113547289,4,0.2306760612803348,0.5481535464629413,0,No
"[0.9998331804416464, 0.018265029097767983]",15.701605461943387,983.0023916261026,1,0.29058582505056296,0.8176568118585197,1,Yes
"[0.9996138702609592, 0.027786874273771647]",23.941972906722647,1004.9997255130075,0,0.503703374274806,0.15526888501997216,1,No
"[0.8768133921729272, 0.4808308177583928]",25.69155532497149,1036.911065821586,1,0.2508273711787784,0.138027606942427,1,No
"[0.11813050240716658, 0.9929980787499191]",30.45743436393394,1037.7497762079815,0,0.4462612039780691,0.9118629760373546,0,Yes
"[0.9042442480643844, 0.42701562013874417]",26.590640759066833,1000.447442668134,9,0.10256951555175564,0.8283482293879666,1,No
"[0.6682122893387807, 0.7439706555883945]",24.194475292170402,1035.1123966165078,8,0.9453646789222524,0.3992440953414227,0,Yes
"[0.61439002419278, 0.7890024703208445]",18.427718997836976,1042.3344250871573,6,0.6999123548094839,0.7435878227610815,0,Yes
"[0.6274764888304718, 0.7786355090573399]",33.66535388966527,1017.89921921668,7,0.6475873311896401,0.5761290199825839,1,No
"[0.025537690325357153, 0.9996738600027741]",20.40048174062472,1048.4351268393525,9,0.26437292608758944,0.02338855556668684,1,Yes
"[0.9588570628802101, 0.28388929702392257]",29.676223891568423,997.8184068875363,9,0.7745931644625672,0.934687960853853,0,Yes
"[0.4054583649192024, 0.914113512818319]",17.7736438631479,1046.6672223861085,4,0.8093375671945101,0.9954032465069567,1,No
"[0.9920460492886622, 0.12587547851252498]",28.800674624908527,987.5717439775245,7,0.25332416921158274,0.9696317151301654,1,No
"[0.994080059685048, 0.10865005723225134]",32.861711327840545,1021.8588423902078,7,0.5424092511629062,0.12079298953225592,0,Yes
"[0.9974556299295557, 0.07129001558306214]",16.131053233384158,1033.9724630946082,7,0.045762659703673325,0.6867021455724712,1,No
"[0.7027038796935458, 0.7114824365110067]",24.316409409052106,1018.3093438739572,7,0.8800620078657674,0.6713554095430521,1,No
"[0.20230483624022957, 0.9793225991642457]",15.819013061935669,994.9440877631462,1,0.3170862884347768,0.9058617715311942,0,Yes
"[0.9941338791428272, 0.10815650854402907]",32.104369307599086,1019.6852468126058,7,0.2604976252361275,0.3806464101944158,1,Yes
"[0.7348289423961509, 0.6782524791085945]",29.29573380290811,1042.2211466167887,9,0.8282195432428445,0.3353529829239903,1,Yes
"[0.9958510468710581, 0.09099831012616566]",34.51461170487966,1033.9180117016454,1,0.22920871165578394,0.35445921638628497,0,No
"[0.8124070879753917, 0.5830906648261007]",34.01402402876691,1023.5815999588949,4,0.2230313239511138,0.8438904559299942,0,No
"[0.30848969625251105, 0.9512276842617826]",29.890324882876733,986.6867883897175,3,0.8591948210810529,0.9548570624593359,0,No
"[0.41441560056205706, 0.9100877485225201]",17.926935862605184,1006.6049445618622,2,0.3659616120985014,0.8785711018825001,1,Yes
"[0.3146460428094398, 0.9492090748324946]",21.466494525612354,1040.908651054516,2,0.4443278737708406,0.6550952357659464,1,No
"[0.8142240027877495, 0.5805508360895666]",16.28723069051862,1027.5561926868177,2,0.834283949655986,0.0939170476965745,1,Yes
"[0.6610476141875136, 0.7503439556476725]",21.772202998508263,1032.5929319827408,4,0.26821976915929735,0.17449265376996692,1,Yes
"[0.47358010970464615, 0.8807507477670031]",24.345217231129233,1020.0390257577345,6,0.449237307168483,0.9167124908242136,0,No
"[0.7430203367640096, 0.6692688392231464]",15.752390493572854,1034.6564609683696,4,0.23160923114840593,0.185079368815953,0,Yes
"[0.343758937517722, 0.9390579283924325]",34.40139148456542,1025.8209755510597,5,0.2425936371876195,0.6771982115409004,1,No
"[0.6042947802915263, 0.7967608289269849]",22.85553720962658,1037.372323359847,4,0.5617697979698839,0.8926791331575025,0,Yes
"[0.5794784385283573, 0.8149875700160935]",17.96310290372389,1028.984759027292,8,0.6269839064834235,0.6949051142136713,0,Yes
"[0.5040585378896122, 0.8636694914031561]",20.796486516499844,1043.5423670199427,8,0.6522739912896257,0.7427841186589911,0,No
"[0.5693226698413084, 0.8221141633646536]",20.090802200525815,1024.1241665802634,5,0.7139433340649366,0.0641495927756206,0,Yes
"[0.17166845179825804, 0.9851547810659953]",31.412649451087177,994.910510645505,1,0.8278823805914887,0.6668218667846231,0,No
"[0.8613109243253776, 0.5080782337768108]",28.361748227957285,1043.2328798636952,4,0.3254895774537724,0.012816219513259286,0,No
"[0.9056949233712756, 0.423930071803711]",26.19483953475191,1049.608987968051,8,0.9056938442912146,0.19054956239230847,0,Yes
"[0.41252304113755023, 0.910947166706515]",32.895920483051555,998.559213325487,2,0.013648046948523063,0.09319951382871661,0,Yes
"[0.3499510308205806, 0.9367679947711776]",19.218682773296084,997.8241089515908,6,0.5299090605592812,0.7105075431942891,0,No
"[0.9101517737711312, 0.41427496750499376]",28.87205274531616,1034.2902728753681,6,0.5453924710939194,0.46227054598841133,0,No
"[0.8777736313953413, 0.47907562245123236]",19.906439332212628,1018.489177650161,9,0.13486902834300496,0.08550830827045564,0,No
"[0.8099178245623662, 0.5865433636621971]",22.81072584559065,998.9411097311759,0,0.1595532306783196,0.4114118041374406,1,Yes
"[0.658064720251453, 0.7529613695007048]",22.436642574381516,985.9229469056936,3,0.1386854442210117,0.714479197069817,1,No
"[0.5929752538645523, 0.8052206829834104]",28.637412006686965,1011.9083407474609,8,0.33920749322157484,0.28817903144924895,0,Yes
"[0.7759168229433964, 0.6308352271975829]",34.79437826629383,984.2221739236167,3,0.16716997285554647,0.10733515398704752,0,Yes
"[0.971069697202017, 0.2387962377760235]",27.62401688469699,1049.756777058034,6,0.304197801397592,0.7363175185811902,1,No
"[0.5239299570769559, 0.8517613515987558]",29.2998164930194,997.2973109111521,1,0.7364643924280856,0.8177748489766521,1,Yes
"[0.8575101539098823, 0.5144670406755422]",15.55876058673324,980.8427466779087,0,0.8539847843564582,0.47496593871226545,1,No
"[0.8735813809758304, 0.4866780977323317]",27.901297958132716,984.500591115893,7,0.8985408589143588,0.8247033786153806,1,Yes
"[0.9426072791839267, 0.3339034549528874]",18.081459001065532,1010.7485169817736,8,0.5970964619920153,0.17869976096754014,1,No
"[0.5808344075085423, 0.814021738686505]",25.359394458226618,1010.6221701919253,6,0.15698228850716878,0.4196542345557407,0,Yes
"[0.9991385104579704, 0.04149984240726796]",29.242548057586347,1014.8084614168316,0,0.768250041173969,0.5279281155344181,0,No
"[0.9804004725900124, 0.19701500791888987]",19.309328166467154,1020.6316433970331,9,0.10959760292377374,0.6011796678958041,1,No
"[0.9693984614482112, 0.24549261280503118]",33.26886934824273,1039.971039182504,7,0.29316062855780833,0.128656087910329,1,No
"[0.7572465899589708, 0.6531290852469446]",17.40342355123425,1002.2027452633486,0,0.8316380099962969,0.703076674976438,1,Yes
"[0.2990657119268254, 0.9542325188074975]",33.8607709657061,992.2787790935076,1,0.26345820334568326,0.5989074459106073,1,Yes
"[0.7303043133628325, 0.6831219582795167]",17.900261932786005,1024.577013484963,0,0.5911280147472298,0.6686206782438221,1,Yes
"[0.9874694176928824, 0.15781048482683172]",16.68801361230802,987.4879485514977,8,0.9611602511476187,0.6301209776693425,1,Yes
"[0.6199496115912492, 0.7846416246209853]",28.701173809390927,1012.610440617882,5,0.7115832287707399,0.13789781759535902,0,No
"[0.9689328101225445, 0.24732409803338828]",33.020600559313394,1032.612969526731,1,0.25394915414446995,0.6959841164709686,0,Yes
"[0.35847028770784634, 0.9335411361213034]",33.716099063374386,1029.2076381144107,9,0.24163689001579336,0.34586414278268274,1,No
"[0.924423041158964, 0.38136864183413444]",29.22365481680263,1018.9073299279175,2,0.6411949558753548,0.1608041853036034,1,No
"[0.9965946088456171, 0.08245717445954341]",24.144860466295636,997.4635138527152,2,0.7431896166454474,0.6925670289361797,0,Yes
"[0.7323826634384438, 0.6808932620424519]",27.888852574716765,989.0374676795496,3,0.5263111402905299,0.8309226853415589,1,Yes
"[0.550774256708104, 0.834654250661695]",28.06818081937321,1002.1720665177926,8,0.15710285508495758,0.22591639102863292,0,Yes
"[0.46492798503024974, 0.8853485012895836]",25.601335665799088,999.12598105924,9,0.30865883251759185,0.9010582925100512,0,No
"[0.7023521242939096, 0.711829680120064]",23.714669285449485,1037.9253768206984,5,0.5925627700532783,0.16474553325453023,0,Yes
"[0.48023696680251304, 0.8771387893123426]",30.076233430160894,1041.826081540484,6,0.266853642573303,0.8640132876387235,1,No
