"id","createdAt","text","retweetCount","replyCount","likeCount","quoteCount","bookmarkCount"
"1630197490430492672","Mon Feb 27 13:25:43 +0000 2023","RT @binance: The CR7 NFT collection on #Binance offers a wide range of utility, such as signed shirts and meeting @Cristiano virtually.

If…","761","0","0","0","0"
"1629552417086767107","Sat Feb 25 18:42:26 +0000 2023","Special night ⚽️⚽️⚽️ 
Well done guys!💛💙 https://t.co/dr2zVDDaaY","36405","8308","382241","1272","336"
"1629210482807562242","Fri Feb 24 20:03:43 +0000 2023","Ready for tomorrow!💪🏼 https://t.co/wFpJUF89lE","12219","3421","210791","490","139"
"1628806814295904259","Thu Feb 23 17:19:40 +0000 2023","Football creates every emotion!
Check out my new @livescore Instagram filters! https://t.co/DyZIMPYt85","5711","1895","89423","180","112"
"1628447676109922307","Wed Feb 22 17:32:35 +0000 2023","Happy founding day to Saudi Arabia 🇸🇦
Was a special experience to participate in the celebration at @AlNassrFC ! https://t.co/1SHbmHyuez","27758","6372","215517","2381","1028"
"1628349487105077248","Wed Feb 22 11:02:25 +0000 2023","Parabéns por este apuramento histórico👏🏼
Vamos!💪🏼🇵🇹","5522","1206","121804","81","70"
"1626661586210283522","Fri Feb 17 19:15:18 +0000 2023","Top of the league and 3 Important points! Great team work!💪🏼👏🏼 https://t.co/ZaZTedpmaH","23359","6294","283568","539","221"
"1626130962902921216","Thu Feb 16 08:06:48 +0000 2023","RT @nikefootball: Dreams are not what you see in your sleep, dreams are things that do not let you sleep. Dream Fast with my new Mercurial…","1753","0","0","0","0"
"1625467626280321024","Tue Feb 14 12:10:56 +0000 2023","Happy Valentine’s Day meu amor!❤️
So lucky to have you in my life! https://t.co/NndB9mHh6v","28300","8283","634243","2505","606"
"1625155334515068928","Mon Feb 13 15:30:00 +0000 2023","Goals are the most important thing. Try my latest @livescore Instagram filter next time you celebrate! https://t.co/qyfl7l735S","5902","2076","84897","500","96"
"1624726032547708934","Sun Feb 12 11:04:06 +0000 2023","Huge congratulations to @AlNassrFC_EN women’s team on their 1st league win. Such a fantastic achievement 🏆💛💙👏🏽 https://t.co/X8kycfdqC0","14850","2897","252023","425","198"
"1624497052607447040","Sat Feb 11 19:54:13 +0000 2023","RT @nikefootball: @NikeFootball x @Cristiano 

Move at the speed of your dreams with the new Mercurial Dream Speed 6. 

Worn by the biggest…","1125","0","0","0","0"
"1623797885702705152","Thu Feb 09 21:35:59 +0000 2023","Great feeling to have scored 4 goals and reaching my 500th league goal in a very solid win by the team!💪🏼
⚽️⚽️⚽️⚽️ https://t.co/o2ZfV6fYBu","57442","14069","564817","3087","619"
"1621601837051691012","Fri Feb 03 20:09:40 +0000 2023","Happy to have scored my first goal in the Saudi league and great effort by whole team to achieve an important draw in a very difficult match! 💪🏼
💛💙 https://t.co/3Ll56WrkWn","22386","8804","302571","1143","271"
"1621171580524187648","Thu Feb 02 15:39:59 +0000 2023","Good luck tomorrow!💪🏼
💛💙","8841","2533","123310","208","214"
"1620843796899708929","Wed Feb 01 17:57:29 +0000 2023","Parabéns parceiro!👏🏼🎂 @talisca_aa https://t.co/ZXnLSTMKHQ","12548","3008","184318","779","163"
"1620481444752789505","Tue Jan 31 17:57:38 +0000 2023","Focused on the next game! 💪🏼 https://t.co/N1Xqf4H8Yv","14537","3672","214059","420","134"
"1620164872322547712","Mon Jan 30 20:59:41 +0000 2023","Hard work never stops 💪🏼 https://t.co/SpII10Vnyr","23099","6014","360188","1033","437"
"1618358663701487616","Wed Jan 25 21:22:27 +0000 2023","Looking forward to the big game tomorrow!💪🏼
Let’s go team!💙💛 https://t.co/T3EvOqcv64","25235","8849","360202","1780","349"
"1617281959893340160","Sun Jan 22 22:04:01 +0000 2023","First game, first win - well done guys 🙌🏻  Thanks to all the fans for incredible support. 💙💛 https://t.co/vmgwE8TgVo","37052","8315","453148","936","452"
"1616188584666763270","Thu Jan 19 21:39:20 +0000 2023","So happy to be back on the pitch, and on the score sheet!! And nice to see some old friends!👍🏼 https://t.co/qZqKGHsrVD","93428","13117","965996","5387","2199"
"1615680405507653634","Wed Jan 18 12:00:01 +0000 2023","For a chance to win my signed boots, enter below and download the free @livescore app

https://t.co/BvZiRACM0a https://t.co/b5Hj9fOWxh","10062","3300","180935","268","273"
"1615399716434346004","Tue Jan 17 17:24:39 +0000 2023","When you push your body hard, you clear your mind of fear. Once you are convinced that only hard work can get you to your goals, there is absolutely no stopping you.
#ClearxCR7 #ClearMen #ClearHeadBeFearless #KeepAClearHead https://t.co/a3evPoqoCT","7217","2310","78792","197","139"
"1615044463553875977","Mon Jan 16 17:53:00 +0000 2023","Quality time with my loves ❤️ https://t.co/1kQk9aUkOs","32537","8564","626201","2140","1012"
"1613494848195268609","Thu Jan 12 11:15:23 +0000 2023","Some matches are truly unforgettable 💭

Download the @LiveScore app to make sure you never miss a memorable moment 📱😍

https://t.co/4lzGWzG6Of https://t.co/59VFX5H7uT","10371","3417","144609","355","386"
"1612889923413213186","Tue Jan 10 19:11:38 +0000 2023","Courage isn’t the absence of fear, but staying one step ahead of it. Because that’s where you find a stronger version of yourself . #ClearxCR7 #ClearMen #ClearHeadBeFearless #KeepAClearHead https://t.co/9NfO2rgBe7","8095","3875","76776","282","108"
"1611744735894331394","Sat Jan 07 15:21:04 +0000 2023","Make every workout count💪🏼 https://t.co/B9Ja80OwTl","37280","10963","501375","2044","741"
"1611447467203084288","Fri Jan 06 19:39:50 +0000 2023","RT @AlNassrFC_EN: Ronaldo's reaction to @talisca_aa’s 2nd Goal 👏🏼🤩 https://t.co/6s1hLRFLAj","19805","0","0","0","0"
"1611397923970891778","Fri Jan 06 16:22:58 +0000 2023","RT @ssc_sports: #Live: #AlNassr vs #AlTai (Roshn Saudi League - Round 12)

🎙️ Portuguese Commentary

#RSL https://t.co/iEHxmdzzo3","1622","0","0","0","0"
"1610332835864547328","Tue Jan 03 17:50:41 +0000 2023","Thank you Riyadh for the warm welcome! Look forward to seeing you at the stadium tonight💛💙 https://t.co/0AsT4wLdYq","61226","14242","569837","2588","944"
"1610250625719373828","Tue Jan 03 12:24:00 +0000 2023","RT @AlNassrFC_EN: Touchdown Riyadh 🤩
@Cristiano #HalaRonaldo 💛
 https://t.co/ZUflrsBewX","25757","0","0","0","0"
"1609620664100753409","Sun Jan 01 18:40:46 +0000 2023","RT @AlNassrFC_EN: Can’t wait to get started! 🤩💛 https://t.co/Zow3eQ3S44","37081","0","0","0","0"
"1601314186554138624","Fri Dec 09 20:33:47 +0000 2022","Há um Mundial que Portugal já ganhou: o dos adeptos! Incrível o apoio e o carinho que temos sentido de tantos portugueses (e não só!) aqui no Catar, tão longe da nossa pátria. Continuem a apoiar nos bons e nos maus momentos, tudo faremos para retribuir com vitórias! Força,🇵🇹🙏🏽 https://t.co/LKSTQ9W3FB","20244","17136","305570","2623","374"
"1600839914719178753","Thu Dec 08 13:09:12 +0000 2022","Um grupo demasiado unido para ser quebrado por forças externas. Uma nação demasiado corajosa para se deixar atemorizar perante qualquer adversário. Uma equipa no verdadeiro sentido da palavra, que vai lutar pelo sonho até ao fim! Acreditem connosco! Força, Portugal!🇵🇹🙏🏽 https://t.co/gUeENXSB5F","29793","7077","356684","2617","344"
"1599468060301148162","Sun Dec 04 18:17:56 +0000 2022","🇵🇹🙏🏽💪🏽 https://t.co/JojzIfF3F4","22970","8746","488257","1661","317"
"1598737914883706890","Fri Dec 02 17:56:36 +0000 2022","Primeiros dois objectivos alcançados: apuramento e liderança no nosso grupo. Mas há ainda muito mais pela frente! Vamos Portugal!🇵🇹❤️ https://t.co/8cUV7ti3x1","11592","3702","216585","524","115"
"1598371099363971086","Thu Dec 01 17:39:01 +0000 2022","O apuramento está garantido mas queremos também o 1.º lugar. Não há limites para esta equipa nem para os nossos objectivos. Vamos por mais! Força Portugal!🇵🇹🙏🏽 https://t.co/BeQFNW3GsR","13374","3885","295041","645","131"
"1597343573233790978","Mon Nov 28 21:35:59 +0000 2022","Estamos nos oitavos do Mundial! Grande trabalho, equipa! Frente a um adversário de grande mérito, fizemos valer a nossa força e a nossa qualidade. Vamos em frente! Estamos na luta e o nosso sonho continua bem vivo! Força, Portugal! 💪🏽🇵🇹 https://t.co/VJWLFD1J8z","26826","6524","329457","1586","224"
"1596934238628347905","Sun Nov 27 18:29:26 +0000 2022","Unidos e focados. Rumo ao nosso objectivo.🇵🇹🙏🏽 https://t.co/MYEaxlener","19569","5052","382000","1103","221"
"1596160176394014724","Fri Nov 25 15:13:35 +0000 2022","Vitória muito importante na nossa estreia neste Mundial, mas nada está ganho! Foi apenas o primeiro passo! Seguimos focados na busca dos nossos objectivos. Força Portugal!🇵🇹🙏🏽💪🏽 https://t.co/SmaEEGwYsK","16441","4658","268376","632","136"
"1595501696184160259","Wed Nov 23 19:37:02 +0000 2022","Prestes a iniciarmos a nossa campanha na maior competição do Mundo. Uma aventura que desejamos longa e repleta de sucessos, de forma a elevarmos bem alto o nome e a bandeira do nosso país. Queremos encher todos os portugueses de orgulho e alegria. Não há impossíveis! Força 🇵🇹🙏🏽💪🏽 https://t.co/GhfbIM5UDo","29353","10803","423988","3924","357"
"1595149673777725440","Tue Nov 22 20:18:13 +0000 2022","https://t.co/OZJAW7HSJM","75059","24441","878187","9940","1844"
"1594979000337563649","Tue Nov 22 09:00:01 +0000 2022","How many did you get right? Make sure you have the free @livescore app so you can follow all the action, stats and news!

https://t.co/4lzGWzX9Qf https://t.co/TPTh1CCbBT","5431","2568","88552","197","181"
"1594359923537846273","Sun Nov 20 16:00:02 +0000 2022","My first ever NFT collection is live now on @Binance. Don’t miss out! 
Sign up now with code RONALDO to explore the collection and get a free mystery box too.

Join me: 
https://t.co/CTz5dyJbTO https://t.co/e1pEmswVkS","4310","2121","65460","196","110"
"1594355756559728642","Sun Nov 20 15:43:28 +0000 2022","Boas energias, boas sensações, o mesmo empenho e a mesma concentração de que colocamos em cada desafio. Foco! Vontade! Crença! Seja onde for, Portugal, sempre!🇵🇹🙏🏽 https://t.co/tWgeKBRG3J","14184","3706","254819","713","118"
"1594026532934414336","Sat Nov 19 17:55:15 +0000 2022","Victory is a State of Mind. A long tradition of crafting trunks photographed by @annieleibovitz for @LouisVuitton https://t.co/0TsieZP40P","205977","20146","1688680","27609","5572"
"1593927048539643905","Sat Nov 19 11:19:56 +0000 2022","Taking over Times Square with my new wax figure and showing Portugal to the world! 

#madametussaudsusa
#visitportugal https://t.co/Ud1gKxyLdU","15862","3066","140974","1612","589"
"1593665349106311168","Fri Nov 18 18:00:02 +0000 2022","I can’t leave for Qatar without my #Theragun PRO!
It’s important to keep my routine consistent and I know I can always turn to @therabody to keep me feeling my best. https://t.co/Oaj7bTqT2q","4596","2076","65145","225","76"
"1593590502745595907","Fri Nov 18 13:02:37 +0000 2022","Grande prova de força ontem em Alvalade, com os nossos rapazes a mostrarem toda a sua personalidade. Clara demonstração de talento e capacidade, mais uma razão para levarmos connosco na bagagem todos os sonhos do Mundo! Seja onde for, Portugal, sempre!🇵🇹❤️ https://t.co/fqm17zcYss","14035","4027","199284","786","134"
"1593529459306598401","Fri Nov 18 09:00:04 +0000 2022","A new journey together begins today.
Join me on @Binance, the home of my exclusive NFT collection.
Sign up now with code RONALDO to get a free mystery box: 
https://t.co/JNvl8pAt8L https://t.co/UyDinTIVN2","5880","2455","65962","379","162"
"1592940572129517573","Wed Nov 16 18:00:02 +0000 2022","Looking forward to competing against the world’s best. Make sure you have the free @livescore app so that you can follow all the action, stats and news!

https://t.co/4lzGWzFyYH https://t.co/zSFwjhxHYK","7978","3937","107744","470","247"
"1592882164496228352","Wed Nov 16 14:07:56 +0000 2022","RT @binance: The first ever @Cristiano Ronaldo NFTs are dropping on #Binance on November 18.

This is your chance to own iconic moments in…","2919","0","0","0","0"
"1592520297290551308","Tue Nov 15 14:10:01 +0000 2022","My NFT collection is coming on November 18, exclusively on @Binance. 

This is your chance to join my Web3 community and own iconic moments from my career.

Sign up now with code RONALDO to prepare, and receive a surprise when the collection drops. https://t.co/5lXNzxs2lC","12937","8336","123737","2859","530"
"1592247879300747264","Mon Nov 14 20:07:31 +0000 2022","Foco total e absoluto nos trabalhos da Selecção Nacional. Grupo unido, rumo a um só objectivo: realizar o sonho de todos os portugueses! https://t.co/iu2qlJvb62","18319","8081","259680","2000","188"
"1591497013442801667","Sat Nov 12 18:23:51 +0000 2022","Muitos parabéns meu amor! 🎂❤️😘 https://t.co/mwer7HpRzW","20148","7535","491477","1590","370"
"1591458382644486146","Sat Nov 12 15:50:20 +0000 2022","Very happy @zujugp is giving the next generation of football stars in Asia the chance to shine. The YoungWarrior Scholarship 2022 starts in Singapore, and will be in other parts of Asia next year. Let’s do this!

All info on @zujugp https://t.co/n9BWus1Y7H","2458","921","35506","42","21"
"1590762773310427136","Thu Nov 10 17:46:14 +0000 2022","Uma vez mais, prontos para elevar bem alto o nome de Portugal! São 26 os nomes na lista do Mister Fernando Santos, mas estamos todos convocados! Força Portugal!💪🏽🙏🏽 https://t.co/ZYrmIs4deq","21300","6174","261951","2773","195"
"1588267732298043392","Thu Nov 03 20:31:50 +0000 2022","We move on and we keep going after our goals this season! Thanks to our supporters that never give up on us!👏🏽 https://t.co/KPXpPz2Jng","22830","4901","361932","872","249"
"1587102291227807744","Mon Oct 31 15:20:47 +0000 2022","RT @nikefootball: Portuguese heritage is now on their biggest icon. 🇵🇹 The legacy of CR7’s Mercs lives on. 

#CR7 #Merc #NikeFC https://t.c…","1480","0","0","0","0"
"1586795486907961345","Sun Oct 30 19:01:39 +0000 2022","3 important points 💪🏽 #WellDoneLads https://t.co/N5ZvL8cUqb","15098","3400","258587","325","96"
"1586342096302006272","Sat Oct 29 13:00:03 +0000 2022","LiveScore, it’s More Than A Score. Download the free @livescore app for all the latest football action, stats and analysis. https://t.co/4lzGWzX9Qf https://t.co/N8QC9FoBLn","3066","1457","53693","95","34"
"1585748985020456960","Thu Oct 27 21:43:14 +0000 2022","Great team effort and a good victory. We stand together. Let’s go, United! 💪🏽 https://t.co/GnjAR3oM3s","39741","8906","483994","2532","347"
"1585305026834345985","Wed Oct 26 16:19:06 +0000 2022","Back on track, with the same commitment and dedication as always! 💪🏽 https://t.co/fB6HMHEmX9","25193","10259","414476","2312","218"
"1582441027092197377","Tue Oct 18 18:38:35 +0000 2022","How have I been spending my recovery sessions lately? With the new #Theragun PRO from @therabody . With visually-guided, built-in routines and a redesigned motor that is 20% quieter, the Theragun helps me #KeepMoving at peak performance on and off the field. https://t.co/GbuqDMoicg","5196","4257","84249","861","169"
"1581944746326765568","Mon Oct 17 09:46:33 +0000 2022","Always good to be with you boss! 🙏🏽 https://t.co/TP4bzkgDCz","34501","5617","548418","1407","522"
"1580831849521115136","Fri Oct 14 08:04:18 +0000 2022","𝐖𝐞 𝐛𝐞𝐥𝐢𝐞𝐯𝐞 𝐮𝐧𝐭𝐢𝐥 𝐭𝐡𝐞 𝐞𝐧𝐝… 🔴⚪️⚫️ #mufc https://t.co/gwMxnyRfxt","12167","3664","243032","609","128"
"1580237819838332929","Wed Oct 12 16:43:50 +0000 2022","When it’s time for you to take the stage, drown out the noise, find your voice, and make it heard. 
#ClearxCR7 #ClearMen #BeClearBeFearless #BeTheFirstYou https://t.co/r3DDk3Z1ji","3190","1588","45906","79","33"
"1579744108184309762","Tue Oct 11 08:02:00 +0000 2022","For every moment you see on the field, there are countless moments you don’t see off it. From working out, to nutrition, to the community that makes me stronger, it’s important to nourish every part of life. #lifewellnourished #herbalife https://t.co/vZvIsiJ9yR","9069","3344","128286","340","200"
"1579427798250573825","Mon Oct 10 11:05:06 +0000 2022","𝟕𝟎𝟎 𝐜𝐥𝐮𝐛 𝐠𝐨𝐚𝐥𝐬. 
What a beautiful number we’ve achieved together!
Thank you to all my teammates, coaches, clubs, family &amp; friends and of course my fans.
United we continue! 🙏🏽 https://t.co/oYWo766Xcl","78393","14882","765300","5478","746"
"1579231072302166017","Sun Oct 09 22:03:22 +0000 2022","Great win guys! 
Another step in the right direction! 🙏🏽
#WeStandUnited https://t.co/drEC94rEzc","23576","6386","351461","1126","133"
"1573789016247468034","Sat Sep 24 21:38:35 +0000 2022","Grande jogo, importante vitória equipa!Continuamos focados no nosso objetivo 🙏🏽💪🏽
Obrigado ao público português pelo apoio fantástico.👏🏽🇵🇹❤️ https://t.co/JRuyUTxOee","10385","13455","186513","520","72"
"1573220875222097923","Fri Sep 23 08:01:00 +0000 2022","From my first match to now, there’s no feeling like it. @livescore It’s more than a score

https://t.co/4lzGWzFyYH https://t.co/Di5vTbyK3d","4403","6948","73087","262","74"
"1572618993495838721","Wed Sep 21 16:09:20 +0000 2022","Feliz por estar de volta a casa! 😀🇵🇹🙏🏽 https://t.co/nh5FlzjORG","13126","7035","282311","619","118"
"1570498600828039169","Thu Sep 15 19:43:39 +0000 2022","Happy to score and help the team win! 3 important points! 
Well done lads 👏🏽💪🏽 https://t.co/Gb7mTJcqqd","17668","8153","314668","965","113"
"1566808585920778248","Mon Sep 05 15:20:51 +0000 2022","It's always good to be with you! 👏🏽 #alwaystogether https://t.co/QdpkKcuS0F","16951","6726","353896","658","124"
"1566500720370647042","Sun Sep 04 18:57:30 +0000 2022","Well done, lads! And a very special thank you to our supporters! 👏🏽
Let’s go, Devils! 💪🏽 https://t.co/TB2WJRnrQO","27626","7120","452077","1204","167"
"1565708238875656193","Fri Sep 02 14:28:28 +0000 2022","Great victory! 💪🏽 #mufc https://t.co/AIHhzaBEqf","21930","6094","490656","1089","212"
"1564888962069676033","Wed Aug 31 08:12:57 +0000 2022","Get goal notifications before I even finish my Siiimmm! Download the @livescore app to see what you’re missing

https://t.co/4lzGWzFyYH https://t.co/Jr0Zfd2Gwo","4061","3559","66514","345","76"
"1563569592844181508","Sat Aug 27 16:50:15 +0000 2022","3 important points! 💪🏽  #mufc https://t.co/ArVuHXDCF1","22390","8912","530065","1667","208"
"1562851509850632192","Thu Aug 25 17:16:50 +0000 2022","Keep working and focused 🙏🏽💪🏽 https://t.co/W03sh6ggYE","27510","12347","595101","3203","359"
"1557436132945707008","Wed Aug 10 18:38:04 +0000 2022","Hard work always pays off 🙏🏽💪🏽 https://t.co/kMqIpB2nfV","24457","17018","515727","1782","377"
"1553808180332969985","Sun Jul 31 18:21:53 +0000 2022","Happy to be back 💪🏽🙏🏽 https://t.co/Fp6dpBTXcb","35315","23469","756879","5344","474"
"1553390665643573251","Sat Jul 30 14:42:49 +0000 2022","Working in progress…💪🏽 https://t.co/E2G5ZEayeG","26879","10409","521370","5127","500"
"1552025605406851072","Tue Jul 26 20:18:34 +0000 2022","“A genética carrega o revólver, o estilo de vida puxa o gatilho”

MLR https://t.co/XWl6UOrEjC","12662","13130","291858","2322","538"
"1550793501566189569","Sat Jul 23 10:42:37 +0000 2022","💪🏽 https://t.co/qMjVO2nTTV","28697","16599","692017","6284","715"
"1549068687897927684","Mon Jul 18 16:28:50 +0000 2022","Work done 💪🏽 https://t.co/NMjIoVUWwz","11684","7526","330109","1008","113"
"1547608781323771904","Thu Jul 14 15:47:41 +0000 2022","HARD WORK 💪🏽 https://t.co/NBxQI0TuL6","27936","15116","549310","6679","656"
"1540310454043566084","Fri Jun 24 12:26:44 +0000 2022","⚽️🏃🏻‍♂️ https://t.co/MUY0MpqUcF","18176","14088","440601","1154","210"
"1539998180015837191","Thu Jun 23 15:45:52 +0000 2022","RT @binance: #Binance 🤝 @Cristiano 🐐

We're kicking off an exclusive multi-year NFT partnership with football legend Cristiano Ronaldo. 

T…","9711","0","0","0","0"
"1539972040291061765","Thu Jun 23 14:02:00 +0000 2022","Proud to be partnering with @binance 

Together we’ll give you the opportunity to own an iconic piece of sports history.

I’m excited to take this journey with all of you. Let’s change the NFT game with #Binance. https://t.co/SNSCMHggct","17323","7859","129859","3608","409"
"1539299079095713792","Tue Jun 21 17:27:53 +0000 2022","Gastamos muito tempo em tarefas urgentes, quando deveríamos nos concentrar em tarefas importantes! 😉

MLR https://t.co/89Znuo8lUg","5528","2875","137704","350","153"
"1538476363383988225","Sun Jun 19 10:58:43 +0000 2022","Feeling Good 😉 https://t.co/ywEIsMh1Ij","19814","9244","537224","2796","589"
"1537737259302232064","Fri Jun 17 10:01:47 +0000 2022","Feliz aniversário meu filho! 🎂🎉😘
Como o tempo passa a correr… ?! Será que ainda vamos jogar juntos?! 🤔😅
O mais importante é continuares a ser o menino que és com um coração enorme! Muitas Felicidades, filhote! O papá ama-te muito ❤️🙏🏽 https://t.co/IkxhPi0ulI","14947","7523","373008","1458","351"
"1537443071159173122","Thu Jun 16 14:32:47 +0000 2022","🌊 ☀️ #vacationmode https://t.co/abyyKeDAuQ","15649","6721","438804","2372","386"
"1536426867854610433","Mon Jun 13 19:14:45 +0000 2022","Mais do que um companheiro de equipa, um irmão que o futebol me deu. Dentro e fora dos campos, um dos maiores craques com quem tive o prazer de partilhar um balneário. Vai com tudo nessa nova aventura, Marcelo! 🙌🏽🙏🏽👊🏽 https://t.co/Rjgb5R3DAd","62948","7747","719418","7705","1238"
"1534909447130210305","Thu Jun 09 14:45:04 +0000 2022","Está na hora de reforçar a liderança no grupo, manter o bom momento exibicional e brindar os nossos adeptos com mais uma vitória. Como sempre, contamos com o vosso incansável apoio! Vamos Portugal!🇵🇹🙏🏽💪🏽 https://t.co/yFW9H2K1qr","7972","5989","179450","531","117"
"1533856241197490177","Mon Jun 06 17:00:00 +0000 2022","Download the @livescore app and get all your football updates wherever you are!

https://t.co/4lzGWzFyYH https://t.co/oqSf2E3Rfl","3255","1900","52785","228","107"
"1533786907066384384","Mon Jun 06 12:24:29 +0000 2022","🙏🏽👏🏽 https://t.co/eNg4TPW7GJ","21748","5510","378443","914","234"
"1533578760687079425","Sun Jun 05 22:37:23 +0000 2022","Vitória importantíssima na nossa caminhada, muito orgulho e confiança neste grupo, muita força para darmos aos portugueses aquilo que tanto desejamos: vitórias e exibições convincentes. Parece que a época está a acabar, mas na verdade… isto ainda está só a começar! 💪🏻 https://t.co/6NckZC9Eqn","10854","2764","161175","484","108"
"1533383999162310657","Sun Jun 05 09:43:28 +0000 2022","Muitos parabéns meus amores 🎂🎉🙏🏽
O papá não podia estar mais orgulhoso de vocês, continuem a ser felizes e com esses sorrisos lindos 😀😘
Amo-vos muito ❤️❤️ https://t.co/yqEmvL3S4l","8210","2656","236039","585","172"
"1531701387461115905","Tue May 31 18:17:23 +0000 2022","🇵🇹💪🏽 https://t.co/xhLBavXwWW","12324","4564","339283","485","108"
"1530609852535476227","Sat May 28 18:00:00 +0000 2022","Surprise…! Follow all your team updates with @LiveScore, download the app and don’t miss any action!

https://t.co/4lzGWzFyYH https://t.co/gI9NXGH9je","2656","2284","42057","264","127"
"1526283157447880705","Mon May 16 19:27:16 +0000 2022","Recovery time with my boy 🧊🥶💪🏽 https://t.co/gHDbT8gEWY","23941","9150","609553","3323","1104"
"1524810270643736578","Thu May 12 17:54:32 +0000 2022","My 2nd Premier League Player Of The Month Award, the 6th in my career. I’m as happy to win today as I was in my early days, the hunger for victory and achievements never fades away. Thanks to everyone that made this possible. 🙏🏽💪🏽 https://t.co/euYaSsHlBG","21450","6347","323704","1631","211"
"1523611770044051456","Mon May 09 10:32:07 +0000 2022","Always good to be with my Bro’s 🙏🏽 https://t.co/dJzhCPe1ZD","12670","5174","411359","640","222"
"1521535057348997121","Tue May 03 17:00:01 +0000 2022","Download the @LiveScore app and never miss any of my goals

https://t.co/4lzGWzFyYH https://t.co/yO0aCNWrsp","4113","2451","71512","228","90"
"1520339985559347202","Sat Apr 30 09:51:13 +0000 2022","Forever Love…❤️🙏🏽 https://t.co/x18W34rYRM","81590","18069","1934781","5224","1654"
"1519782738076831744","Thu Apr 28 20:56:55 +0000 2022","Thanks for the support in Old Trafford tonight. As always, our fans were amazing in their effort to help the team.🙏🏽 https://t.co/Xc9pJBIJUI","21453","6447","331625","1344","176"
"1517900888312061952","Sat Apr 23 16:19:07 +0000 2022","❤️ https://t.co/HLg0RbI8SM","101497","16253","1601920","5948","1320"
"1516120150533095432","Mon Apr 18 18:23:06 +0000 2022","https://t.co/vRNVCoegOW","163779","87073","1833003","48222","3429"
"1515698113582927874","Sun Apr 17 14:26:05 +0000 2022","30 hat-tricks before 30 and 30 hat-tricks after 30. It’s time to unbalance the scale! 💪🏽 https://t.co/McgGZBmzyh","67591","12393","736756","7766","1163"
"1512160805634166784","Thu Apr 07 20:10:05 +0000 2022","Work hard, focus on the everyday goals, enjoy the moments with your friends. Great training session with my boy Dalot! Keep fighting!💪🏽 https://t.co/EQiibUQPA9","12143","4866","245194","625","195"
"1510607454505209861","Sun Apr 03 13:17:37 +0000 2022","Family is everything ❤️🙏🏽 #proud https://t.co/NvmhtMdnpx","18756","6424","404823","1491","323"
"1509106128340373510","Wed Mar 30 09:51:53 +0000 2022","Os anos passam, mas os objetivos continuam sempre os mesmo…🇵🇹💪🏽 https://t.co/PBn6m0546M","16962","4992","308979","939","178"
"1507758300716277762","Sat Mar 26 16:36:06 +0000 2022","🇵🇹❤️ https://t.co/uftmiwG7oj","16773","5080","368810","746","149"
"1507643527760527360","Sat Mar 26 09:00:02 +0000 2022","Had a fun day with @LiveScore.

Download the LiveScore app to see what we filmed  

https://t.co/IWWuMJJ0J5 https://t.co/s6na0hFqQ1","4380","2064","73700","290","199"
"1507129927598067714","Thu Mar 24 22:59:10 +0000 2022","Está dado o primeiro passo rumo ao nosso grande objectivo, rumo ao Mundial 2022. Nada está ganho, nada está alcançado. Temos de continuar a trabalhar de forma séria e focada, respeitando o adversário mas acreditando sempre nas nossas capacidades. Força Portugal! Rumo ao Catar! 💪🏽 https://t.co/TO8IFKcC9v","12804","3453","182549","867","134"
"1505216503507034112","Sat Mar 19 16:15:54 +0000 2022","Happy father’s day to all👏🏽❤️🙏🏽 #prouddad #blessed #love https://t.co/4vWvMA3Nnl","16967","4955","386355","1062","274"
"1503426067494846468","Mon Mar 14 17:41:21 +0000 2022","We are Man. United! Let’s do this together! Let’s go, Devils! 🙏🏽💪🏽 https://t.co/tyVGsnCyHh","19601","6043","317762","1724","187"
"1502947140808716289","Sun Mar 13 09:58:16 +0000 2022","Always a pleasure and a privilege to share some thoughts and ideas with another GOAT… 👏🏽👊🏽 https://t.co/HsFe7UxjQ6","40811","7927","568614","5713","954"
"1498703685991514113","Tue Mar 01 16:56:17 +0000 2022","Keep working 💪🏽 https://t.co/a9juDBFehE","13560","6388","309923","979","178"
"1496201706434088961","Tue Feb 22 19:14:19 +0000 2022","Getting ready for the return of the biggest club competition in the world. Let’s go! 🙏🏽💪🏽 https://t.co/Z31aUAio40","14855","5821","261261","1202","137"
"1495461025570861065","Sun Feb 20 18:11:07 +0000 2022","Very important Premier League win before we change our focus to the Champions League and head to Madrid. Back on track! We stand United!💪🏽 https://t.co/1H6mrVqTt2","14562","3884","230041","661","93"
"1493711992510681096","Tue Feb 15 22:21:05 +0000 2022","Back on track! Nobody gives up and there’s only one way to get back on track: hard work, team work, serious work. Everything else is just noise. Let’s go Devils!🔴⚫️💪🏽 https://t.co/u8sZzzJQn5","33722","8369","351617","3687","247"
"1492211702175256582","Fri Feb 11 18:59:28 +0000 2022","Focus 🔴⚫️ 🙏🏽 #mufc https://t.co/XEgTuREPKO","13033","4680","289830","894","99"
"1491442389382471680","Wed Feb 09 16:02:29 +0000 2022","Children are and will always be the best thing the world has to offer, and we must protect them at all costs. Supporters are and will always be the best in football, and we must respect everything they face and endure for their clubs.🙌🏽👊🏽 https://t.co/DZ7wcseTHd","28093","5242","399448","1538","384"
