Comment,Anonymized Author,Published At,Likes,Reply Count
We don't search for old songs we search for old memories,06eb32e4c431af0e46b833804987f2af,2023-11-19T07:57:09Z,2,0
好聽！！雖然說是六年前的歌 從我小時候就開始聽了 超級好聽！❤,d11ae2ba88bf1bdb260c1f37a35d33c4,2023-11-19T07:16:16Z,1,0
Who looks me in 10 second click the 👍,b29ee20a96c268b04dbfc29ab54cf3ed,2023-11-19T07:00:43Z,3,0
It's 19th November 2023 ❤,75b0987f5b4f0e92398abbafba5c380f,2023-11-19T06:46:18Z,2,0
I m this song listening to india❤️🇮🇳,a9be2dd0ca9816dff645b8aa18ab180c,2023-11-19T06:31:48Z,1,0
Me,e7f57de3f907aeba966048a846d31c70,2023-11-19T06:22:50Z,1,0
It Was November 19/2023,21ef2b2bcbc0e600376b49cc26df28f0,2023-11-19T05:59:57Z,1,0
6.1 Billion View❤ Woah that's Actually Really Good. Like it up for a 🍪.  😅❤😮😂,85927533ea73b1afe2fc3335e16a94b1,2023-11-19T05:43:32Z,1,0
Ayesha amama❤❤❤love u loadssss🎉🎉😊😊😊😊mishaal❤❤❤❤❤,f18473c9d327025cc8ffcc7b319fb6a0,2023-11-19T04:59:01Z,2,0
"Even 2023, this song will always be remembered and watched ❤",65123c07dca4695639efe1eeb9898774,2023-11-19T04:49:31Z,2,0
"Sim, meu homem",9c38f5d69961b10f0b6933daaa92e030,2023-11-19T04:44:49Z,0,0
Ayed,9c38f5d69961b10f0b6933daaa92e030,2023-11-19T04:44:18Z,0,0
Yed,9c38f5d69961b10f0b6933daaa92e030,2023-11-19T04:44:07Z,0,0
This song will stay in our hearts forever. still listening this 2023 November 25,cd220c5e65071a9d4007cc040e01e3ea,2023-11-19T04:43:09Z,21,0
19 November 2023🎉❤,171cbf3191ab9ef449b07b04f678efc6,2023-11-19T04:35:52Z,1,0
19/11/ 2023. Bleessed for this huig gay jajaj re trolo el loko soy arjentino messi maradona monzon ettc....,16e2e74fcefe66d25f7bee811f9e2c24,2023-11-19T04:32:46Z,0,0
https://youtu.be/htjHznACdEU?si=71qcrKsVfahvXkKM,6f0bf890e39894310c15c894dafc59a1,2023-11-19T03:56:02Z,0,0
❤❤,0818038c90ddd5009d9f1a96e74d5903,2023-11-19T03:51:25Z,1,0
2023,273cf9fe028262241b9540eb96bba5d9,2023-11-19T03:39:24Z,0,0
"2020 I came here to see a rap
2021 I came here to see comments
2022 I came here to feel nostalgic
2023 I came here to see the views",f5d4abf6e0d8802c3abf2a00c19301bb,2023-11-19T03:07:41Z,2,0
"2020 vim aqui ver um rap
2021 vim aqui ver comentários
2022 vim aqui sentir nostalgia
2023 vim aqui ver as visualizações",f5d4abf6e0d8802c3abf2a00c19301bb,2023-11-19T03:07:30Z,0,0
2023!,68e00359061accea8ce86c5c610da6ab,2023-11-19T03:00:41Z,1,0
ED SHEERAN,3563a80ebb4784e690107b4a8ede8dd3,2023-11-19T02:04:14Z,1,0
3:17,450432d501919e9e52a8c12a7e895673,2023-11-19T01:36:58Z,1,0
Who's watching the end of 2023 19.11,e3e015db062910c9cb6e2afa5f0bb659,2023-11-19T01:33:45Z,1,0
bbbb b  b bbbbbb bb bb b bb bb bb bb bb bbb b;b bb bb bbb bb bb. bb. bb b;bbbb bb bbb bb;b bb bbbb bb b b bb bb bb bb bb;b bb bb bb;b. bb b bbv;b b bb bb bb bb bb bbb;b bb bb bb bb bb bb bbbbb bb bb b.  bb bbb  b b b bbb bb bb bbbbbb b bb bb.  bb bb bb bb bb bbb;b bbbb b bb bb bb bb bv bb bb bb bb;b bb bbb b. bbbb bb bb bb bb bb bb bb;b bbb b;; b bb  b bb bb bb bb bb bbb bb b; bb b;b bb.  b bb bb bb bbbb; bb bb. bb bb bb bb bb bbb b bbbb bb b bbbb bb bb bb bb bbb bb bb bb. bb b bb. bb b bb bb bb bb b;b bb bb b;bb b. bb. b bb bbb bb bb bbb bv bb b;  bb bb bbb bb bb b bbbb b bb bb bb bb b b bb bb bbb bb bb :v vbvvv:vv bbb b bbb b bb bb bb bb bb bb;b bb bb.    b b bb bb bb bb bb bbb bb bb bbbb. b bb bbb;b vb b;b bb bb vvvvv  b bb bb bb bb bbb;b bb bb bb. bb bb bbb b bb b bb h b b bv vv vvvv bb bv bb bb bb bbbbb bb bb bb bbb bb b bbb bb bbbbbb bb bb b b;bb bb bbbbb bb b bbbb bbb b bb bb bvbb;b bb bbbb b bb b bb bb;b bb bb;b b bb bbbbb,a1635852a3cc1eb779a88642713d278f,2023-11-19T01:22:39Z,1,0
"Do y'all see how many views this YouTube video has?!??!??!??!??!??!??!??!? 6,136,091,239 BILLION VIEWS! BILLION! BILLION! A BILLION! A BILLION! BILLION! BILLION! BILLION! BILLION! BILLION!",3364dbcd95aad9ab9d90a602dca4f2b7,2023-11-19T00:43:40Z,1,0
18 de noviembre  de 2023 y no hablo inglés... fake care,0ef2677e1a0c54d7749f59a47c3d5301,2023-11-19T00:30:10Z,1,0
düşünsene şu ana kadar attığın 454 şarkının bu 1 şarkının görüntülenmesi etmiyor,72a1599128976abcc4ff3fea5f75dcbf,2023-11-19T00:16:20Z,1,0
Súper good,7235f51af2a113248d95f8bca571d6d6,2023-11-18T23:29:49Z,1,0
18 November 2023 see you to 2024❤😊,c184b44df5b2d20ed8888d6267a2b2c7,2023-11-18T23:25:30Z,1,0
Im lilk❤❤❤,c841d6e2ec97235249f6985b15c53565,2023-11-18T22:45:49Z,0,0
“I’m in love with your body” *literally shows sumo wrestler*,7b0c9d37448bc7f4411a198f4a2d9018,2023-11-18T22:29:25Z,0,0
En serio yo escuchaba todo esto dua lipa Madonna etc etc noooo muy fuerte.,a7b18cd20b37aa16e8346f5e637716be,2023-11-18T21:54:46Z,0,0
"I love this song love  biete
❤❤❤❤❤❤😊",c60c1dfa0407ffcc03a22a7cc5e0053b,2023-11-18T21:53:58Z,0,0
Que latino escucha.,570710f689a68ecb4b6cb5f07a802f67,2023-11-18T20:45:42Z,0,0
Who are the legends that still listen to this masterpiecie,f3cccad223d89b69e3d1eb2fae3e420e,2023-11-18T20:42:31Z,0,0
https://youtu.be/--Avm0O90yw,6f8b461380198e36dd79e84da82a40e2,2023-11-18T19:31:03Z,0,0
😂😂😂good night 🌃,708a8c8efaebb4de8a81754d9c82c136,2023-11-18T19:19:47Z,0,0
LEST´S GOOO,00b161b06f581371c82aaa710e08fa48,2023-11-18T19:02:50Z,0,0
Всем Добра,ab15847635c95f26dffe1e94d2e0f594,2023-11-18T18:44:43Z,0,0
Today its my birth day 🎉 And I'm listening this song all the day😊,b4ca5e4e19c2289265739bb892b939f9,2023-11-18T18:43:34Z,0,0
I hate ed sheeran,2bb5058aa82835f3fa925c634a951c80,2023-11-18T18:43:23Z,0,0
Hey,41c4505b11485551cc850d45fae3aa42,2023-11-18T18:38:13Z,0,0
"2017: listen the song
2023: chek is this song beat Despasito",f59af71775343cc26152da8193def0bc,2023-11-18T18:15:39Z,0,0
"2018- t series vs pie de pie
2019 - avengers vs thanos
2020- covid-19 vs Human
2021- despacito vs baby shark
2022- russia vs Ukraine
2023- shape of you vs world population😂",1e6577fc2426ce23cc667156eaff8470,2023-11-18T18:11:41Z,1,0
"2017 - al come here to lesson the song. 
2024 - al come here to gain motivation.",1e6577fc2426ce23cc667156eaff8470,2023-11-18T18:07:40Z,1,0
И вот опять к тебе занесло,8e69590be1f9cd738ef1a062fcd1b6a8,2023-11-18T17:55:01Z,0,0
Shit😂😂,0003adf8f1ac6685db3f319dfc7c80e9,2023-11-18T17:47:06Z,0,0
28 november 2023 lests see how many people are listening to this masterpiece,3ef0934cb1071324be01202061ba425a,2023-11-18T17:28:40Z,0,0
"The most liked comment says ""18th November 2023"" that's today! 
This song is still such a banger after 6 years.",909f0782cb791ada356a541366cac697,2023-11-18T17:18:46Z,0,0
Песня топ❤,964800557c138bb23011761631bfaaaf,2023-11-18T16:46:45Z,0,0
Hiiiiii,4fa04cc4a9d1141068caaeaf6e74af27,2023-11-18T16:38:12Z,2,0
i love this song ❤,5d3a00a4e568bc0d45fbb57a89fc1769,2023-11-18T16:37:33Z,0,0
This song is need to get in fifa 24-28,2be5186ab982eee4df28143bdff75134,2023-11-18T16:23:37Z,1,0
Bu sarkiyi duyunca aklıma Enes Patos geliyor türkler anladi yabancilar bu ne diyor,1fae9d8a434ac186428e04faad468af9,2023-11-18T16:23:29Z,1,0
Master peac,21294cbe7a8c5336b700912081e59507,2023-11-18T16:06:19Z,1,0
"This is my fevorit song...❤
Slw version is imagine feel.. 😘",e16ee3af143ae02ad9a03f3cebaec3c5,2023-11-18T16:00:48Z,0,0
18 Novembro de 2023,213fb6b319ed543f65388fdd515d9728,2023-11-18T15:47:45Z,0,0
"Lyrics-
The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking fast and then we talk slow
Come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance, and now I'm singing like
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
One week in we let the story begin
We're going out on our first date
You and me are thrifty, so go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
And leave and get in a taxi, then kiss in the backseat
Tell the driver make the radio play, and I'm singing like
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Every day discovering something brand new
I'm in love with the shape of you",199d890c8f5013b82a683e9f98503983,2023-11-18T15:19:09Z,2,0
2023年11月18日今聴いています,07e2d0874e1dd80297acaff31bc130ff,2023-11-18T14:51:01Z,1,0
18.11. 2023  🇺🇿,1c2887eb622d2788c88c8abf4de01a77,2023-11-18T14:39:08Z,2,0
18 november 2023 listening,3845716d38966e9363521d94510804c3,2023-11-18T14:38:37Z,2,0
Today 18.November.2023🎉🎉🎉❤,20cbd74f8c0c30b24612331083064379,2023-11-18T14:33:57Z,2,0
I’m listening to the is November 2023,e048e49102b39e1a7eb8ac3752a46032,2023-11-18T14:05:45Z,1,0
shape of you,2cefc5fa408d5ab1d7b42773f04ae3e4,2023-11-18T13:15:46Z,1,1
helo,bfb9ee80558d7e219888390defc7f5cc,2023-11-18T13:07:45Z,0,0
6 billion views,0121586b49649e7f7275a8949a922a1c,2023-11-18T12:38:04Z,3,0
Love from Bangladesh,b55a462b7ca6fc528a4a50194bbe5997,2023-11-18T12:13:31Z,4,0
"""19 November 2023 let's see how many legends are listening to this masterpiece. By far one of the most popular songs in the world after 6years"".😊",4e9f9acc1757ad4c4c46dbcddd21bec6,2023-11-18T12:04:19Z,2,0
Keya bolte pablic,669fe8f63d0e488df4a80af6b0fb9a70,2023-11-18T12:03:59Z,2,0
"Nostalgia, sedih😭",6b825ab67bf3ff353e5e256db9526eb9,2023-11-18T11:29:30Z,2,0
❤❤❤,6f5cca4042e3cd7689345e1c44376be6,2023-11-18T11:29:16Z,1,0
:),5c9ca086a8b22976c8a99573ac1b6915,2023-11-18T11:13:42Z,1,0
Любимая песня❤,583a4f3fae7af93a8662d4d5f81e641d,2023-11-18T10:58:24Z,1,8
2023/2024Hi Ed,c5fe418268ceee6d7a9ecbd3021f68ee,2023-11-18T10:21:00Z,3,0
#shapeofyouisOG,dbf18472dc3a4d0c162681bc547a7ce4,2023-11-18T10:05:35Z,2,0
Masterpiece,72254dc81c94541205242100bbf8417f,2023-11-18T10:00:23Z,4,0
18 November,8088006c3aadb0ebbbd18c6d8f28461d,2023-11-18T09:52:08Z,2,0
2023🎉,1cb13aa4ef7a9927711c2fb3ee234cd8,2023-11-18T09:09:50Z,1,0
Привет из 2023 года😅,30f4f33292db480d07134bf207e2104c,2023-11-18T08:51:23Z,1,0
"Holy sh*t 32 million likes.
.....",b4f92ee6f5ab29ebfa29490790ca839a,2023-11-18T08:35:25Z,2,0
ed sheeran is a great artist in the decade,88c540e8f7b419295d6b7253813cc01f,2023-11-18T07:39:01Z,1,0
I’m here 18 November 😂😮❤,14c27408a90fb884d0a714878534f647,2023-11-18T07:27:59Z,4,1
Anyone here in 2023?,6d851b40be6f6dec3d6a22c9de4485ff,2023-11-18T06:57:00Z,1,0
How many lendge watching this song after 6 year.,33f72fa80e01b892f21bce36cc7bf8db,2023-11-18T06:51:52Z,2,0
69,32755cc51e077102537274961568a3c3,2023-11-18T06:34:28Z,1,0
I love this song❤,7e419ec83465d0505adcd658cb7a1666,2023-11-18T06:16:03Z,2,0
Today is  18 November 2023.At 1:02 p.m. I am listening to this song.,3b05a1daa8717ab96401ebc4706ab7bb,2023-11-18T06:02:59Z,1,0
18 November 2023 How many are you listening!,44ed1a67ada3a441877ea803483c7736,2023-11-18T05:56:57Z,1,1
.,e8b0646cf3be6ef6ab55d12cc0782a3a,2023-11-18T05:36:02Z,0,0
This song will stay in our hearts forever ❤,100f77658046a0e7c1f93c09951bf7d1,2023-11-18T05:29:55Z,76,3
"This music is out I was 17 
 still on of the best music of all time",b7ea4633ed173e964af88c4ef9f7622b,2023-11-18T05:21:59Z,0,0
2024 anyone?,2732f7ce12ae0b2fbdb00865515d2c49,2023-11-18T03:48:41Z,2,0
"When you haven’t heard it in years
it just hits different",0eaa5faf9c9e07d545d90c591568a104,2023-11-18T03:13:39Z,4,0
0:16 was fact🥲😹,4cabed248342a63aabb222313bb40222,2023-11-18T03:07:06Z,3,0
This song hits one billion views every year...this is crazyyyyy,33d7a72b13bd1959a1aa3db463056e0d,2023-11-18T03:00:22Z,2,0
https://youtu.be/rka-dVXTuSM?si=F4iIVLmj4hPcrY6d,de7c9f2af1a982f50a3ae980fe4764ea,2023-11-18T01:28:58Z,1,0
紺青のフィストを思い浮かべるのは私だけだろうか,d23d97a6989078eba92d721edce7aa85,2023-11-18T01:25:47Z,2,0
First time in a while,d0dcb6b4dca7c8d8070f1bd4cf29f693,2023-11-18T01:06:27Z,0,0
Legal foi o final kkk,94e7db6654824e33bcce6927861d822c,2023-11-18T00:38:32Z,1,0
Essa música é muito boa,94e7db6654824e33bcce6927861d822c,2023-11-18T00:32:52Z,6,0
i love this song <3 🥰,59fc544eb4026ec5b7fa1de1a3afe8ac,2023-11-18T00:24:04Z,1,0
Vamos perro😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮,3670b663a4f0951a70d8f6dd7ca2209b,2023-11-18T00:22:56Z,2,0
"Bro, you need to like this video rn",0be3a77e812f14f10ed4c56b355f070a,2023-11-18T00:07:48Z,1,0
"2023/2024
👇🏼 CLICK❤",4521d2c13ad56b4666bcc418f917c519,2023-11-17T23:25:56Z,2,0
Música boa,b73eadf30a5871173fe444d72a50a70a,2023-11-17T23:07:51Z,1,0
❤😊,2ceeb5a6533e6076f27c60b6301b966c,2023-11-17T23:06:57Z,1,0
Sorry for my English))))))),a3bcf0d331cc9a0683cbe13ddfbd94c6,2023-11-17T22:58:19Z,1,0
"I hope, you see my message 🙂",a3bcf0d331cc9a0683cbe13ddfbd94c6,2023-11-17T22:57:38Z,1,0
"I watch from Ukraine in 2023.11.17. Thank you, Eddie)))) Thanks  Great Britain!!! Victory for Ukraine!!!",a3bcf0d331cc9a0683cbe13ddfbd94c6,2023-11-17T22:53:36Z,1,0
"Ora ora
Ora ora ora ora",3dc395a3adaba294fb91991c7fc834b5,2023-11-17T22:24:13Z,0,0
Wsh les gars 😂😻,29b3fbe79d55627417f0d0a50d018999,2023-11-17T22:01:35Z,0,0
very good song,58949d40f41b8e2c9d93719839f39bcc,2023-11-17T21:43:58Z,0,0
Tam 6 yıl,b96d60cc244e9a2b64b242b5a4e0791d,2023-11-17T21:25:38Z,0,0
17 november 2024 more more time,637996b9cfdef2f25571c4a98b68f7c6,2023-11-17T21:24:14Z,1,0
18 November 2023 let's see how many legends are listening this masterpiece. We don't let this song die..,d3bb89eaff242d81b71b9861246f93be,2023-11-17T20:41:38Z,1,0
I know this this song a capo years ago in my dream and I had found it now,676e1a443cbc88973f78cdd61033acbf,2023-11-17T20:30:15Z,0,0
❤❤hit,e93ed3d7d155feed720d6a10fec1ce4b,2023-11-17T20:11:25Z,0,0
Love from india,b9e4a24634b94c099a2aafc885d3bff3,2023-11-17T19:58:39Z,0,0
❤,8aa4f71bb44a92a1c0101f80d93b5558,2023-11-17T19:42:31Z,0,0
❤❤,1ef90995e98a8aea74030dd9b8f26b12,2023-11-17T19:26:08Z,0,0
"We made remarriage, thank you❤",d679f30c66576987432ceb97b5a09fb0,2023-11-17T19:05:30Z,0,0
😂😂😂 какое совпадение сегодня 17 ноября 2023 и я слушаю эту песню,95570013326ce212d5bad0f2ea0a704f,2023-11-17T19:02:25Z,0,0
"既に6年経ってるのに新しさを感じるのは何でだろう
ノスタルジックな気持ちになるね",6f53159a5686631c2dd4f6885bd096f8,2023-11-17T18:39:39Z,0,0
MY FIRST TIME EVER LISTENING TO THIS SONG. YT suggested this one for me after got addicted to another song. btw Note:there are a song  preformed by someone his name start with L and end with V. Appeard In a Movie relessed this year. (GUESS IT AND GRAB A LIKE FROM ME. THIS IS A LIMTED TIME QUIZT. SERIUOSLY. WHAT YOU ARE THINKING. IM WAITING) ⏳⏳⏳⏳⏳,edd1c0952e8d968698c8de073b22b871,2023-11-17T18:20:28Z,0,0
17.11.2023,9ff3c510544284e581029085278d73da,2023-11-17T18:05:15Z,0,0
my best song,f8f067c1a5693f56656c2e4044f75534,2023-11-17T18:03:50Z,0,0
خخخخخخخخخخ,bb259879acff015a66d0ff72233756f6,2023-11-17T17:54:11Z,0,0
Ed Sheeran will always be in our heart ❤,6d0f7aca654545d1c9c5e942bcbe89b9,2023-11-17T17:50:05Z,18,0
Who are listening in 2100 are aliens,4518a5930ce1595a14bf9b4b36625139,2023-11-17T17:15:48Z,1,0
Old but gold ❤,35519fcf3e708e0b54c7c3336985bcdf,2023-11-17T16:53:35Z,21,3
❤❤❤,1cb7d4c91c088316eadfefb3d3fd6394,2023-11-17T16:48:54Z,0,0
In 2023 most you came back to see only a views. Honestly I think this is right.,100413b6a50607ea3fc8e141e6ea272e,2023-11-17T16:05:27Z,0,1
Bagus sekali 👍👍👍,ac13662488047f0a018ca49e2ecef84f,2023-11-17T15:54:24Z,1,0
King Arthur 👍👌,eb711c1f8263a4a66e4a339083232f9c,2023-11-17T15:42:52Z,1,0
this song can still  kick other songs of the sky after even six year This is the GOLDEN SONG,39cf1e84a6412a0c1f31907c1987a188,2023-11-17T15:24:22Z,3,0
Lv this 🇱🇰,3b7537f081df417557c034c9c1cd5231,2023-11-17T15:19:46Z,1,0
17 November 2023 ha ha,0a1cb0bc768ecd4d2f38e246e7f1a256,2023-11-17T15:01:10Z,2,0
"[Verse 1]
The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking faster and then we talk slow
Come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop! Put Van The Man on the jukebox
And then we start to dance, and now I'm singing like
[Pre-Chorus]
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me, say
Boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come—come on now, follow my lead
[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
[Verse 2]
One week in we let the story begin
We're going out on our first date
But you and me are thrifty so go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doin' okay
And leave and get in a taxi, we kiss in the backseat
Tell the driver make the radio play, and I'm singing like
[Pre-Chorus]
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me, say
Boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come—come on now, follow my lead
[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Oh—i—oh—i—oh—i—oh—i
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
[Bridge]
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
[Chorus]
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
Last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you",395a910e98c44f3b31b1df9e20ddebc1,2023-11-17T14:52:41Z,3,0
Nice song ❤,7b6dd82453e0bb68c5afb4e5b0d4342c,2023-11-17T14:47:03Z,1,1
Amo essa música!❤❤❤,57b28ad3b5128559f3ba5cb16c444287,2023-11-17T14:46:40Z,125,12
good😀,3683dfe6bc88de5bc4ea56532dff5563,2023-11-17T14:42:45Z,1,0
esta musica e muito boa,1b8235f1ad0288053e2d1b6fc59d30cb,2023-11-17T14:36:18Z,3,0
❤❤❤❤,064663062a2ce44b9cf5a1dbccf1a293,2023-11-17T14:35:37Z,1,0
I listen everyday,155dd0efa8c6aac1f0415a17f95cbdbe,2023-11-17T14:33:08Z,1,0
I love this song,155dd0efa8c6aac1f0415a17f95cbdbe,2023-11-17T14:32:46Z,1,0
One in the Goat list,b5f2459cf0d4761c8d0e9df12c8dadfa,2023-11-17T13:56:55Z,1,0
17 novembre 2023,35a4c552f35871941205af79c907fe12,2023-11-17T13:40:54Z,1,0
sorry you must go through normal channels to obtain NZ citizenship ED,88108269e0f0d7bd182d9c0a8f5ba477,2023-11-17T13:35:06Z,1,0
"The club isn't the best place to find a lover
So the bar is where I go
Me and my friends at the table doing shots
Drinking fast and then we talk slow
Come over and start up a conversation with just me
And trust me I'll give it a chance now
Take my hand, stop, put Van the Man on the jukebox
And then we start to dance, and now I'm singing like
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
One week in we let the story begin
We're going out on our first date
You and me are thrifty, so go all you can eat
Fill up your bag and I fill up a plate
We talk for hours and hours about the sweet and the sour
And how your family is doing okay
And leave and get in a taxi, then kiss in the backseat
Tell the driver make the radio play, and I'm singing like
Girl, you know I want your love
Your love was handmade for somebody like me
Come on now, follow my lead
I may be crazy, don't mind me
Say, boy, let's not talk too much
Grab on my waist and put that body on me
Come on now, follow my lead
Come, come on now, follow my lead
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
(Oh-I-oh-I-oh-I-oh-I)
I'm in love with your body
Every day discovering something brand new
I'm in love with the shape of you
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
Come on, be my baby, come on
I'm in love with the shape of you
We push and pull like a magnet do
Although my heart is falling too
I'm in love with your body
And last night you were in my room
And now my bedsheets smell like you
Every day discovering something brand new
I'm in love with your body
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Come on, be my baby, come on
Come on (I'm in love with your body), be my baby, come on
Every day discovering something brand new
I'm in love with the shape of you",b5290fc64ddf4ea963960af4533f3261,2023-11-17T13:15:20Z,1,0
Love it ❤❤,b03e06d2ae917b72065343953ab5f0f3,2023-11-17T13:14:11Z,33,0
🥰🥰🥰🥰mmmmh.... always my favorite,9232845634e16512928cb2381eca862f,2023-11-17T12:47:14Z,2,0
Real Madrid 2017 training song,e8f0fe638750ae0e81994d5e03436b76,2023-11-17T12:43:22Z,1,0
"This Deserves more views, honestly a masterpiece and one of the best songs ever with the best vibe ever! This needs 100B views!",148c71bddcd3400e7a0c3f405ad600b5,2023-11-17T12:03:11Z,7,1
🤩 Ed Sheeran is very nice 😍,3dbb53638df8098d967ce9290b7443d4,2023-11-17T11:54:01Z,1,0
HI😅,405fa6d8af93addae802edb8bd94eef3,2023-11-17T11:43:42Z,1,0
Damn this is good,7fd7239692c43f9ac9a54450b5c022c4,2023-11-17T11:40:41Z,1,0
17/11/2023my birthday I'm playing this song,adf06d9326117775cb705c2000e954a9,2023-11-17T11:30:15Z,1,0
Real Data 17November 2023.,a4bb36d40e987903cd49e0fc438e2768,2023-11-17T10:19:48Z,3,0
Me all remember playjng this at the last day of school. Good times,95c4d4613dec7724da3a5ebc3fde7e38,2023-11-17T10:15:36Z,1,1
17 November 2023 and still one of the most popular songs😎🤗,2b3123964cbbc9f08d96cc66139c31f3,2023-11-17T09:24:20Z,3,0
"日本のドラマの主題歌になったのが6年前。
忘れられない衝撃。
嫌なドラマでした😢",aac285d61ca461ee5f1e0e4c3cf099b8,2023-11-17T09:15:53Z,1,2
indian search kar rhe ho kya😀,d67ef9ebb2a7df20faad073232226a5f,2023-11-17T08:58:45Z,2,0
