date,oil,coal
2015-04-24,236.31,2818.057492851993
2015-04-25,232.56,2816.9988585312976
2015-04-26,226.94,2825.9088593480787
2015-04-27,233.31,2835.218347992171
2015-04-28,229.5,2840.2666091916817
2015-04-29,227.04,2863.610227671086
2015-04-30,239.56,2869.2128461972197
2015-05-01,238.97,2809.8111455654102
2015-05-02,235.73,2827.569792055426
2015-05-03,243.24,2850.9798777341143
2015-05-04,242.64,2817.3071969613216
2015-05-05,239.2,2861.241773584475
2015-05-06,236.45,2815.7210303306047
2015-05-07,239.1,2790.4768401617443
2015-05-08,246.28,2769.1828017166326
2015-05-09,247.8,2756.3783360065154
2015-05-10,244.07,2740.4587009749516
2015-05-11,244.27,2731.3976417149747
2015-05-12,242.88,2752.030864776605
2015-05-13,243.7,2726.2958195055876
2015-05-14,237.8,2735.459769171197
2015-05-15,238.75,2671.8908479901806
2015-05-16,237.7,2724.4105617107984
2015-05-17,238.03,2724.120594721755
2015-05-18,237.21,2704.6614229916945
2015-05-19,234.15,2677.4991810505185
2015-05-20,234.68,2744.656325842953
2015-05-21,236.24,2751.525106702252
2015-05-22,240.97,2674.712346023673
2015-05-23,241.03,2707.189272854612
2015-05-24,241.98,2708.940424813913
2015-05-25,241.02,2659.2931832150184
2015-05-26,238.24,2721.531952714485
2015-05-27,238.64,2637.739459891547
2015-05-28,237.82,2686.346546516626
2015-05-29,237.52,2650.5221787739547
2015-05-30,237.09,2633.575228279465
2015-05-31,233.25,2687.974084461292
2015-06-01,231.71,2674.3244389412584
2015-06-02,226.42,2686.682924332463
2015-06-03,227.4,2623.916231564078
2015-06-04,226.58,2678.936454194171
2015-06-05,225.97,2612.126547010362
2015-06-06,225.72,2653.748552443096
2015-06-07,226.19,2593.9308934680553
2015-06-08,229.46,2614.5753697349155
2015-06-09,230.95,2653.168314940773
2015-06-10,229.78,2566.9400002283114
2015-06-11,230.29,2612.882039041803
2015-06-12,231.06,2662.418995462297
2015-06-13,232.65,2628.7715252333724
2015-06-14,234.86,2658.968386832856
2015-06-15,237.84,2601.2329496127204
2015-06-16,251.74,2572.4847959185536
2015-06-17,256.85,2588.393346822177
2015-06-18,252.11,2574.3249244928356
2015-06-19,250.98,2517.3026907173066
2015-06-20,245.83,2585.3801863726417
2015-06-21,245.22,2530.055975173832
2015-06-22,247.92,2510.4088690706562
2015-06-23,247.3,2570.907151357009
2015-06-24,244.34,2484.8634440964092
2015-06-25,243.33,2546.3653263517917
2015-06-26,243.75,2513.493575241815
2015-06-27,251.34,2529.644197308046
2015-06-28,251.17,2523.039593453331
2015-06-29,257.17,2498.177272280582
2015-06-30,267.87,2523.984285447287
2015-07-01,265.17,2499.5501807084634
2015-07-02,261.63,2524.4211212016407
2015-07-03,257.08,2494.286192425876
2015-07-04,261.46,2474.373639185717
2015-07-05,274.51,2469.4723297164956
2015-07-06,277.42,2426.7291842927584
2015-07-07,271.34,2460.476821563499
2015-07-08,272.97,2400.769847373883
2015-07-09,272.33,2401.976882103707
2015-07-10,294.59,2494.8475773897017
2015-07-11,298.51,2433.591398204558
2015-07-12,314.39,2400.2870214319482
2015-07-13,310.95,2412.3706441924114
2015-07-14,296.15,2449.6924557915427
2015-07-15,293.25,2434.939133903162
2015-07-16,291.18,2399.6887108822802
2015-07-17,280.28,2362.483891176645
2015-07-18,282.53,2421.4590140863475
2015-07-19,275.67,2384.7689929833236
2015-07-20,278.98,2319.5900134925682
2015-07-21,280.55,2325.0684205676903
2015-07-22,277.67,2331.1841595261803
2015-07-23,278.11,2315.095904790892
2015-07-24,289.25,2349.317587595859
2015-07-25,290.73,2331.1812029301573
2015-07-26,293.05,2336.429881784787
2015-07-27,297.77,2310.750833579933
2015-07-28,296.65,2332.799546456474
2015-07-29,294.54,2274.106765844846
2015-07-30,290.13,2345.1474130067318
2015-07-31,288.96,2300.88129310831
2015-08-01,284.93,2314.866998711729
2015-08-02,283.03,2277.514843834634
2015-08-03,285.47,2277.934493942361
2015-08-04,285.71,2293.1610911663715
2015-08-05,285.5,2314.259382233786
2015-08-06,281.91,2230.2604266342482
2015-08-07,280.39,2305.8186695833415
2015-08-08,279.93,2249.795305659218
2015-08-09,267.0,2262.7782145402775
2015-08-10,267.03,2310.212728667084
2015-08-11,270.39,2284.857747731171
2015-08-12,270.67,2268.0107812011925
2015-08-13,266.23,2228.7050288758865
2015-08-14,267.47,2235.795708482432
2015-08-15,266.67,2217.286943630985
2015-08-16,262.44,2131.019346868709
2015-08-17,260.5,2252.384166817046
2015-08-18,257.99,2176.2882934369795
2015-08-19,237.41,2140.2344654396907
2015-08-20,237.37,2242.9029218847822
2015-08-21,236.43,2187.676492315509
2015-08-22,234.96,2168.921966895727
2015-08-23,232.71,2136.6237646732184
2015-08-24,228.14,2110.6702363852314
2015-08-25,226.32,2166.4231434598605
2015-08-26,231.18,2134.0583380031926
2015-08-27,228.64,2145.7797283666446
2015-08-28,235.22,2150.3968607661873
2015-08-29,233.22,2105.24711369086
2015-08-30,232.07,2101.0471627657657
2015-08-31,231.96,2135.206895550384
2015-09-01,231.22,2102.968314525159
2015-09-02,230.58,2102.2520662055144
2015-09-03,229.6,2046.73389221139
2015-09-04,230.9,2078.6655458313385
2015-09-05,236.14,2075.3391057713425
2015-09-06,242.91,2092.6006703563494
2015-09-07,242.11,2100.101522631783
2015-09-08,245.78,2132.8415749303263
2015-09-09,244.42,2114.0786964447966
2015-09-10,241.29,2058.9132842080253
2015-09-11,241.17,2083.538128704103
2015-09-12,240.12,2068.4634260411917
2015-09-13,235.94,2049.8942004656747
2015-09-14,232.44,2001.0342691714718
2015-09-15,259.18,2006.685488078673
2015-09-16,231.22,1999.1365820795606
2015-09-17,230.28,2002.8021666692332
2015-09-18,234.35,1982.1678337097649
2015-09-19,233.21,2035.1693019721629
2015-09-20,232.37,1973.5774638524856
2015-09-21,231.22,2051.29986105468
2015-09-22,232.39,1970.5524694954602
2015-09-23,231.84,1969.2590687764316
2015-09-24,235.65,2015.6471405578031
2015-09-25,237.43,2024.0142803176939
2015-09-26,235.4,2019.6376571171684
2015-09-27,234.53,1974.5154613034242
2015-09-28,239.34,1982.4214822141341
2015-09-29,239.8,1907.5943010301712
2015-09-30,237.73,1912.488307391097
2015-10-01,238.44,1964.0943420334095
2015-10-02,238.54,1900.5737051865342
2015-10-03,239.31,1880.8849568268038
2015-10-04,238.97,1986.0700917872675
2015-10-05,240.38,1926.0401216117882
2015-10-06,246.94,1880.171238186182
2015-10-07,246.68,1909.7191315101015
2015-10-08,244.25,1851.870465501144
2015-10-09,244.23,1863.434980263627
2015-10-10,245.32,1836.4435176705902
2015-10-11,247.24,1907.590730377146
2015-10-12,247.45,1843.3955768531748
2015-10-13,250.24,1862.704996183644
2015-10-14,254.28,1807.3164364769104
2015-10-15,255.96,1813.2341587675244
2015-10-16,266.13,1817.9502962911808
2015-10-17,273.58,1818.8576434932652
2015-10-18,271.67,1793.0959285227295
2015-10-19,264.82,1795.4555271015824
2015-10-20,270.83,1811.060856209849
2015-10-21,270.77,1782.4888340548378
2015-10-22,276.51,1819.2137025965003
2015-10-23,278.68,1793.7634705196056
2015-10-24,281.71,1782.3782674829088
2015-10-25,294.06,1818.8319708674705
2015-10-26,285.3,1807.9472601619289
2015-10-27,296.21,1794.8447107948548
2015-10-28,306.33,1874.8361858202131
2015-10-29,318.17,1826.1293701548889
2015-10-30,334.17,1764.3423731227795
2015-10-31,332.78,1839.7396086768752
2015-11-01,327.47,1818.8402133131017
2015-11-02,365.36,1815.0397372299797
2015-11-03,417.9,1819.97677175467
2015-11-04,495.56,1847.9478136083003
2015-11-05,447.56,1809.3674970711972
2015-11-06,395.84,1734.7040648843004
2015-11-07,390.59,1779.7346088856816
2015-11-08,389.89,1735.2897285196568
2015-11-09,385.28,1717.9477976487058
2015-11-10,381.39,1814.2543022760758
2015-11-11,340.58,1810.6356087451677
2015-11-12,345.08,1803.6795835166247
2015-11-13,340.91,1783.0477703062734
2015-11-14,338.18,1802.0686644272869
2015-11-15,334.66,1822.1432212944985
2015-11-16,331.63,1793.3148193668494
2015-11-17,338.35,1819.3449425506171
2015-11-18,336.53,1864.5323099439902
2015-11-19,335.33,1758.1527363640075
2015-11-20,326.47,1791.3362047436958
2015-11-21,328.16,1785.290972690254
2015-11-22,327.01,1774.9000953150226
2015-11-23,325.12,1798.8481117455922
2015-11-24,323.06,1810.3338453066617
2015-11-25,329.13,1743.472931929948
2015-11-26,366.76,1788.45361013212
2015-11-27,363.59,1784.657926114256
2015-11-28,359.54,1809.5830442715858
2015-11-29,371.94,1847.2090406282089
2015-11-30,382.36,1810.078164668003
2015-12-01,378.93,1774.2625155131925
2015-12-02,362.23,1773.9261895439581
2015-12-03,370.27,1782.0494159322266
2015-12-04,363.52,1807.923408875182
2015-12-05,389.79,1809.053743710844
2015-12-06,402.81,1813.620690436881
2015-12-07,399.97,1771.763951836022
2015-12-08,415.56,1755.3143356125233
2015-12-09,423.12,1811.9931390953982
2015-12-10,419.51,1787.3303159564352
2015-12-11,451.94,1813.4522446181247
2015-12-12,469.1,1807.4804527612155
2015-12-13,441.68,1792.7711577400291
2015-12-14,447.14,1730.108542257093
2015-12-15,465.32,1769.055701322483
2015-12-16,465.21,1757.3345972033812
2015-12-17,457.86,1814.7776092697832
2015-12-18,465.18,1737.1149040453608
2015-12-19,465.58,1807.795656331701
2015-12-20,462.64,1740.0292142557812
2015-12-21,444.73,1783.6674630823604
2015-12-22,443.69,1764.9807033282261
2015-12-23,444.53,1823.833164159319
2015-12-24,458.46,1786.0443493953692
2015-12-25,458.31,1767.4400076163877
2015-12-26,457.49,1779.6083258020078
2015-12-27,424.01,1763.3494075384465
2015-12-28,429.77,1834.7935222796145
2015-12-29,432.98,1728.8671204012055
2015-12-30,434.39,1790.1021839397335
2015-12-31,432.92,1795.9186918375933
2016-01-01,436.25,1794.2784614084496
2016-01-02,436.06,1859.5611468126212
2016-01-03,433.74,1769.5648391650705
2016-01-04,434.52,1766.8026776301658
2016-01-05,434.18,1806.70272992376
2016-01-06,431.86,1811.884261887022
2016-01-07,458.77,1812.6987415857218
2016-01-08,462.93,1749.4821075092204
2016-01-09,454.64,1812.7878144133604
2016-01-10,448.31,1755.284526816366
2016-01-11,450.66,1785.6034626880544
2016-01-12,448.18,1830.1746110364145
2016-01-13,435.19,1793.6483299667198
2016-01-14,433.32,1803.6840462038735
2016-01-15,430.25,1771.4016642180688
2016-01-16,390.56,1793.335932548251
2016-01-17,390.96,1762.015280600004
2016-01-18,388.1,1785.7479855344584
2016-01-19,387.73,1829.8511943672156
2016-01-20,425.27,1780.3055219792996
2016-01-21,422.88,1775.7593084711964
2016-01-22,410.41,1775.716492986766
2016-01-23,394.54,1805.0672043162194
2016-01-24,405.49,1771.5340960004962
2016-01-25,402.32,1790.5993768076935
2016-01-26,397.77,1748.3050385112977
2016-01-27,396.84,1804.4737281502169
2016-01-28,395.5,1793.1865933218437
2016-01-29,384.38,1762.3040634291397
2016-01-30,380.92,1805.580017429749
2016-01-31,380.35,1785.822155874598
2016-02-01,378.07,1816.2327476467685
2016-02-02,375.88,1808.0028775755914
2016-02-03,374.95,1771.7030619570075
2016-02-04,391.61,1837.9745024496071
2016-02-05,391.09,1785.6371892023299
2016-02-06,386.63,1735.380557222757
2016-02-07,380.87,1815.5613793164252
2016-02-08,379.88,1774.8771246897095
2016-02-09,377.25,1791.9340625779707
2016-02-10,385.48,1762.4393225770382
2016-02-11,383.13,1769.0291419443365
2016-02-12,384.95,1776.1329537776858
2016-02-13,391.86,1794.8683964564104
2016-02-14,407.23,1809.7088138428649
2016-02-15,410.38,1709.9090463718603
2016-02-16,408.94,1788.0226279849373
2016-02-17,421.17,1795.779916817077
2016-02-18,426.0,1736.3645733164312
2016-02-19,423.1,1805.0477409749014
2016-02-20,441.98,1771.1938160149455
2016-02-21,448.05,1789.0627311274598
2016-02-22,439.05,1813.4492538586514
2016-02-23,439.86,1769.6790930170573
2016-02-24,425.55,1753.0544750036195
2016-02-25,427.72,1785.3864571933805
2016-02-26,432.15,1752.8259032924216
2016-02-27,434.23,1766.4133706106768
2016-02-28,435.68,1807.753905188888
2016-02-29,441.51,1732.5929417293723
2016-03-01,439.65,1816.2856063128995
2016-03-02,435.92,1800.6539764264899
2016-03-03,425.37,1813.6818191134814
2016-03-04,425.18,1801.0057345569542
2016-03-05,411.26,1761.989672316147
2016-03-06,411.91,1788.4957246709457
2016-03-07,415.92,1835.3890608534425
2016-03-08,416.24,1829.5899650796794
2016-03-09,416.03,1818.745588883307
2016-03-10,417.51,1820.560259969552
2016-03-11,423.93,1808.5489958066998
2016-03-12,421.8,1787.9755778757005
2016-03-13,416.6,1840.6878105771866
2016-03-14,416.68,1796.3357374913785
2016-03-15,418.13,1801.2983823246616
2016-03-16,417.69,1745.5316764552374
2016-03-17,421.0,1766.4759572236983
2016-03-18,420.55,1747.0225224532164
2016-03-19,410.98,1779.3340708727749
2016-03-20,414.63,1794.4128314135014
2016-03-21,413.42,1751.3799869167844
2016-03-22,418.38,1790.5424189176267
2016-03-23,419.27,1758.1137947228392
2016-03-24,418.68,1825.1005811305206
2016-03-25,418.08,1772.6909014752812
2016-03-26,418.99,1761.9293766614524
2016-03-27,428.8,1779.8848439888393
2016-03-28,426.86,1778.4454351713275
2016-03-29,426.2,1773.0484812230936
2016-03-30,416.83,1662.4756711155471
2016-03-31,418.37,1766.3256729184525
2016-04-01,418.17,1796.6136536135618
2016-04-02,422.08,1796.4708981495571
2016-04-03,421.58,1767.668086177407
2016-04-04,422.34,1777.6879920941803
2016-04-05,424.26,1825.5388097264577
2016-04-06,424.53,1782.805092203179
2016-04-07,423.66,1795.0430576749955
2016-04-08,425.36,1806.8952516005616
2016-04-09,420.89,1841.9468042907706
2016-04-10,422.44,1756.8180005717409
2016-04-11,422.74,1824.4137132626283
2016-04-12,427.28,1810.9828252640352
2016-04-13,426.66,1833.1854937880457
2016-04-14,425.37,1831.1636746834342
2016-04-15,429.93,1785.9742163493238
2016-04-16,432.63,1812.7282997028626
2016-04-17,431.37,1775.1273490905085
2016-04-18,429.27,1807.6558696431393
2016-04-19,436.02,1814.560877127453
2016-04-20,443.05,1726.0152234327775
2016-04-21,450.55,1778.1678306732535
2016-04-22,449.81,1815.0727206925555
2016-04-23,450.28,1774.9924284233857
2016-04-24,460.15,1774.6692894395126
2016-04-25,466.62,1783.7203389334552
2016-04-26,467.96,1758.2705318519975
2016-04-27,467.08,1825.6642394097767
2016-04-28,449.55,1781.810203108782
2016-04-29,455.38,1784.4994370374138
2016-04-30,455.59,1783.413740496147
2016-05-01,452.48,1827.9597507370966
2016-05-02,452.44,1816.8482642971217
2016-05-03,451.1,1762.9700415840853
2016-05-04,450.38,1847.4304772390371
2016-05-05,448.51,1788.5920189007454
2016-05-06,461.38,1738.3851346589036
2016-05-07,460.68,1836.610649305329
2016-05-08,459.42,1759.2817601957981
2016-05-09,462.48,1751.492149813638
2016-05-10,461.93,1770.3481563090656
2016-05-11,454.58,1821.2820349581607
2016-05-12,454.95,1720.1946416793812
2016-05-13,457.06,1752.2176871994113
2016-05-14,456.84,1800.2709402917806
2016-05-15,458.69,1797.1641801147466
2016-05-16,458.2,1833.0879163786778
2016-05-17,455.07,1770.5973876461735
2016-05-18,456.0,1750.6659453950008
2016-05-19,454.63,1733.1841759761487
2016-05-20,444.05,1791.908926221006
2016-05-21,443.78,1804.061698951216
2016-05-22,443.43,1790.6321445685599
2016-05-23,444.35,1791.2133094719118
2016-05-24,447.1,1831.4616702740423
2016-05-25,450.3,1791.7405780211461
2016-05-26,453.64,1840.736412372179
2016-05-27,478.15,1812.6171127636853
2016-05-28,533.47,1801.1587971343617
2016-05-29,553.96,1811.2223380296537
2016-05-30,544.35,1729.8002603536663
2016-05-31,546.62,1804.5492204508935
2016-06-01,543.08,1770.3171094553047
2016-06-02,540.35,1686.4478154892533
2016-06-03,574.64,1802.2209599526698
2016-06-04,590.13,1742.1446727589357
2016-06-05,582.81,1765.0055393303612
2016-06-06,586.47,1804.8759929988842
2016-06-07,590.26,1749.09692197523
2016-06-08,582.84,1824.8135959034394
2016-06-09,582.2,1819.6066505057465
2016-06-10,579.13,1802.4695679586716
2016-06-11,607.12,1769.680926334219
2016-06-12,684.84,1822.5367952003303
2016-06-13,716.0,1766.3079027453732
2016-06-14,704.5,1815.5741920701125
2016-06-15,696.3,1854.3694820295864
2016-06-16,773.72,1775.395484224137
2016-06-17,775.36,1795.00527297302
2016-06-18,777.99,1834.201072077741
2016-06-19,766.62,1771.1706777251854
2016-06-20,764.08,1773.55533278189
2016-06-21,735.88,1753.363774448082
2016-06-22,678.67,1785.0785627685311
2016-06-23,629.33,1781.140048587543
2016-06-24,681.73,1787.845833955822
2016-06-25,691.73,1789.516290071094
2016-06-26,665.98,1803.4536413592461
2016-06-27,655.27,1843.6899426806942
2016-06-28,659.25,1754.5830215997748
2016-06-29,644.68,1835.399302365153
2016-06-30,675.4,1876.9282075558037
2016-07-01,686.15,1820.7211282463695
2016-07-02,703.7,1796.6513277696968
2016-07-03,704.97,1751.920051824557
2016-07-04,683.66,1774.5317400227093
2016-07-05,683.49,1815.2911185946025
2016-07-06,681.9,1812.660720223644
2016-07-07,682.43,1757.5258122467285
2016-07-08,666.71,1820.0386382148172
2016-07-09,666.38,1764.8968575678105
2016-07-10,652.29,1789.2094172997504
2016-07-11,659.63,1845.2435734305543
2016-07-12,675.26,1779.9965917717234
2016-07-13,668.7,1766.4151706680666
2016-07-14,662.9,1834.305386351237
2016-07-15,667.08,1766.1101745525616
2016-07-16,666.46,1719.9693930408055
2016-07-17,682.37,1791.1495844838673
2016-07-18,681.55,1801.6312433650858
2016-07-19,673.28,1799.583833100433
2016-07-20,672.93,1772.0330254886592
2016-07-21,666.22,1809.8065004814612
2016-07-22,666.58,1835.6440086052048
2016-07-23,656.37,1790.6312863080295
2016-07-24,663.11,1800.8965211630043
2016-07-25,661.83,1779.3835821431178
2016-07-26,656.23,1831.2298511941055
2016-07-27,657.46,1782.8956453793253
2016-07-28,657.6,1784.27221981776
2016-07-29,657.8,1797.1975693698669
2016-07-30,658.22,1803.1884357235338
2016-07-31,655.28,1834.621316257016
2016-08-01,626.12,1812.354583676058
2016-08-02,612.85,1790.1666367861098
2016-08-03,573.36,1800.6115283185409
2016-08-04,579.5,1768.677494446561
2016-08-05,578.28,1811.8548572924503
2016-08-06,588.4,1798.6980832333952
2016-08-07,597.51,1767.161690282057
2016-08-08,592.99,1751.1983619400007
2016-08-09,591.09,1803.2065523402493
2016-08-10,599.98,1756.7432585946597
2016-08-11,597.54,1845.9023712828978
2016-08-12,589.91,1802.4035786757797
2016-08-13,589.77,1788.8775336909202
2016-08-14,585.67,1801.7304630511967
2016-08-15,573.58,1808.4875621867832
2016-08-16,581.74,1810.157271255989
2016-08-17,580.89,1821.9879891942942
2016-08-18,577.79,1836.7961696330203
2016-08-19,578.24,1812.3548431317543
2016-08-20,582.82,1727.3066691433667
2016-08-21,584.16,1821.3956333247318
2016-08-22,588.45,1811.6202308493916
2016-08-23,589.47,1777.1951212611439
2016-08-24,583.59,1843.1716428842753
2016-08-25,580.45,1761.313815107706
2016-08-26,580.62,1786.1796720487137
2016-08-27,579.85,1767.7315233499046
2016-08-28,574.04,1795.8352468738403
2016-08-29,576.28,1803.0196622247754
2016-08-30,578.36,1768.623376075421
2016-08-31,577.86,1796.004807418638
2016-09-01,576.31,1821.2401099831231
2016-09-02,575.64,1794.0380626583199
2016-09-03,599.5,1779.5531167779498
2016-09-04,611.84,1803.1127732565024
2016-09-05,609.05,1783.3735272279132
2016-09-06,610.83,1816.8048394941486
2016-09-07,614.54,1790.7784326842598
2016-09-08,628.77,1770.2595599698564
2016-09-09,626.83,1772.7274035207047
2016-09-10,625.1,1785.9912121661368
2016-09-11,628.82,1830.064349716012
2016-09-12,608.46,1812.1233835531873
2016-09-13,611.19,1830.350811158859
2016-09-14,611.95,1801.3068603029367
2016-09-15,611.09,1761.438934272281
2016-09-16,609.26,1807.1591945339887
2016-09-17,607.86,1811.4277149744785
2016-09-18,610.16,1773.6133590740255
2016-09-19,610.93,1794.357770129665
2016-09-20,609.52,1787.9872971568213
2016-09-21,603.59,1759.1491444066464
2016-09-22,598.49,1804.463494830083
2016-09-23,603.21,1791.6608628946442
2016-09-24,604.58,1771.8496974046286
2016-09-25,603.38,1737.4429014441723
2016-09-26,608.14,1791.0402178871493
2016-09-27,608.25,1783.1979190685297
2016-09-28,606.59,1815.7599099418424
2016-09-29,606.82,1739.3133851396378
2016-09-30,609.74,1766.8587234669155
2016-10-01,615.24,1745.123816921658
2016-10-02,614.0,1763.172948137214
2016-10-03,612.57,1766.508277105895
2016-10-04,612.05,1831.9005436266084
2016-10-05,613.81,1777.9854312707353
2016-10-06,613.82,1719.3214784495487
2016-10-07,617.91,1793.6453653148355
2016-10-08,619.85,1809.329296546321
2016-10-09,619.2,1757.919549933137
2016-10-10,621.32,1814.259603816586
2016-10-11,642.08,1807.042755336131
2016-10-12,641.34,1833.7145741078466
2016-10-13,638.83,1794.6603615053505
2016-10-14,641.28,1765.5813694624787
2016-10-15,642.1,1777.2951085521213
2016-10-16,642.9,1720.282797355754
2016-10-17,642.33,1858.1350550571738
2016-10-18,640.74,1785.188514212442
2016-10-19,638.87,1712.6427339214522
2016-10-20,631.92,1826.444070201222
2016-10-21,634.09,1751.9204475597385
2016-10-22,658.2,1824.8558252056393
2016-10-23,661.13,1789.993118441267
2016-10-24,657.25,1801.3003109571168
2016-10-25,664.42,1803.1627470632052
2016-10-26,679.73,1823.0596203384032
2016-10-27,688.59,1857.4718892472558
2016-10-28,690.44,1775.7511863058082
2016-10-29,720.4,1790.9149173443122
2016-10-30,714.12,1759.4599811249116
2016-10-31,709.29,1766.967810778392
2016-11-01,736.45,1788.899278726384
2016-11-02,740.83,1855.3077928504142
2016-11-03,745.77,1748.4969611471074
2016-11-04,706.93,1789.3696143836257
2016-11-05,707.51,1761.4144300879184
2016-11-06,714.26,1788.8636510266538
2016-11-07,710.74,1785.4670980050532
2016-11-08,712.99,1783.0462642225236
2016-11-09,740.05,1793.5451583699082
2016-11-10,723.02,1809.9417456976385
2016-11-11,718.32,1768.5598912394537
2016-11-12,717.15,1815.8385799041384
2016-11-13,705.26,1775.6475318577188
2016-11-14,706.28,1778.2029237654212
2016-11-15,715.72,1836.7452366227838
2016-11-16,747.62,1770.4233277662029
2016-11-17,755.64,1795.8825407867594
2016-11-18,752.88,1762.7012312241138
2016-11-19,756.24,1768.8404867738682
2016-11-20,755.48,1792.6269344953216
2016-11-21,741.72,1760.2355599478908
2016-11-22,753.87,1795.7779926240166
2016-11-23,752.25,1837.0632380799368
2016-11-24,746.83,1811.2918459246139
2016-11-25,741.65,1828.6384063932087
2016-11-26,742.21,1777.5175276898335
2016-11-27,739.02,1812.9577155841284
2016-11-28,738.01,1792.9872287347494
2016-11-29,737.47,1764.461886085326
2016-11-30,747.93,1768.3125593296274
2016-12-01,758.27,1774.1071993773955
2016-12-02,781.3,1768.747311200474
2016-12-03,778.25,1776.1789023073857
2016-12-04,773.87,1788.8557503157501
2016-12-05,773.47,1799.575849384888
2016-12-06,765.62,1768.6241229569857
2016-12-07,771.54,1863.3174143386218
2016-12-08,774.7,1879.0148847190057
2016-12-09,774.53,1831.4681042064065
2016-12-10,777.09,1800.7928067113928
2016-12-11,774.8,1788.16585710402
2016-12-12,781.92,1766.8980620559705
2016-12-13,788.46,1783.4027041815905
2016-12-14,782.03,1792.7074099476947
2016-12-15,781.43,1805.7205169159758
2016-12-16,785.03,1745.2942371903434
2016-12-17,792.51,1806.2160416531972
2016-12-18,794.74,1794.3091797407617
2016-12-19,793.61,1737.9356707009388
2016-12-20,801.34,1811.4958665667534
2016-12-21,834.28,1789.015155080168
2016-12-22,875.78,1853.698658019946
2016-12-23,925.12,1720.6824507953193
2016-12-24,923.48,1751.2543033447198
2016-12-25,899.65,1744.0327667824965
2016-12-26,913.18,1778.684889596015
2016-12-27,940.05,1759.3205548659575
2016-12-28,975.92,1788.168053220581
2016-12-29,979.4,1802.1717214173855
2016-12-30,972.53,1784.6577934206616
2016-12-31,963.74,1704.2167665207762
2017-01-01,1003.08,1820.3863196882348
2017-01-02,1031.39,1733.4540331195321
2017-01-03,1044.08,1844.5698554008854
2017-01-04,1159.42,1791.6473756646965
2017-01-05,1191.1,1780.863118079899
2017-01-06,1046.81,1786.2167319015664
2017-01-07,908.59,1748.1030526604245
2017-01-08,942.72,1775.363060384356
2017-01-09,913.69,1775.4441685141028
2017-01-10,914.87,1837.7142804963826
2017-01-11,919.45,1810.6492063151993
2017-01-12,826.25,1804.4258664784202
2017-01-13,829.0,1792.2744946792488
2017-01-14,835.09,1768.1333845668705
2017-01-15,823.31,1748.469518597282
2017-01-16,834.53,1782.0013128619305
2017-01-17,910.56,1814.5087302498632
2017-01-18,917.5,1778.0594420244856
2017-01-19,904.61,1750.6224834683728
2017-01-20,899.4,1800.9868592493717
2017-01-21,927.37,1789.1616366114877
2017-01-22,937.52,1788.0922895744152
2017-01-23,928.27,1828.656018583506
2017-01-24,924.14,1839.3460470169139
2017-01-25,903.25,1768.3726994399642
2017-01-26,919.33,1804.173047965082
2017-01-27,923.22,1755.4878724730559
2017-01-28,923.91,1768.363653382444
2017-01-29,923.42,1748.0576975097376
2017-01-30,923.05,1822.8918822864362
2017-01-31,972.02,1811.58832197165
2017-02-01,989.11,1761.6161308980868
2017-02-02,1013.52,1788.4093522203607
2017-02-03,1033.87,1794.9404343141944
2017-02-04,1045.9,1786.361288113704
2017-02-05,1043.63,1833.4047223088714
2017-02-06,1044.64,1818.235895479978
2017-02-07,1061.93,1776.2535269926336
2017-02-08,1078.97,1827.4661294305608
2017-02-09,1088.99,1739.53508180298
2017-02-10,998.9,1721.70722274828
2017-02-11,1009.29,1791.3533837636464
2017-02-12,1004.76,1792.7496323886207
2017-02-13,1002.1,1764.2670469117065
2017-02-14,1011.51,1772.5774885358487
2017-02-15,1008.84,1778.3149536322442
2017-02-16,1033.37,1756.8621172886774
2017-02-17,1053.17,1759.0967615993648
2017-02-18,1061.1,1764.8893013119164
2017-02-19,1056.81,1770.1251867389826
2017-02-20,1080.49,1764.177167082892
2017-02-21,1117.25,1831.662608877739
2017-02-22,1125.39,1788.1601676967146
2017-02-23,1176.62,1787.629404182714
2017-02-24,1200.39,1800.5262204176847
2017-02-25,1174.85,1783.822481226206
2017-02-26,1167.47,1722.951307395123
2017-02-27,1181.98,1808.0606770425773
2017-02-28,1193.25,1827.085262340507
2017-03-01,1222.5,1773.894095509847
2017-03-02,1262.13,1792.6536770147613
2017-03-03,1280.31,1803.7377413179324
2017-03-04,1279.4,1783.1242362629205
2017-03-05,1267.29,1778.9472249959438
2017-03-06,1276.0,1836.824774083635
2017-03-07,1275.55,1789.6314588029325
2017-03-08,1232.16,1808.6159420202841
2017-03-09,1197.46,1796.2577848055796
2017-03-10,1270.47,1737.481161484746
2017-03-11,1193.83,1795.7030775836158
2017-03-12,1226.98,1788.0947732785257
2017-03-13,1237.37,1716.9337796662476
2017-03-14,1244.81,1810.3654472929027
2017-03-15,1251.61,1752.924942709717
2017-03-16,1257.98,1776.9896715466245
2017-03-17,1180.16,1779.6000462640854
2017-03-18,1114.07,1839.6614352066315
2017-03-19,1069.91,1770.004796869419
2017-03-20,1063.03,1800.6742390684965
2017-03-21,1122.43,1784.6489083081913
2017-03-22,1120.65,1832.0210138094926
2017-03-23,1058.01,1817.461950960411
2017-03-24,1040.47,1815.1244400791702
2017-03-25,975.76,1801.2039239736343
2017-03-26,1007.96,1824.1183505860683
2017-03-27,1046.4,1771.3416544306717
2017-03-28,1064.65,1764.3480437132773
2017-03-29,1055.13,1799.9331517272092
