Height,Gender,Country
182.17191328143224,Male,Japan
161.96668274273785,Male,Japan
177.08680723331062,Male,Japan
174.71157510371086,Male,Japan
170.6902658867222,Male,Japan
176.7633010986041,Male,Japan
185.56172491306828,Male,Japan
166.63403224159268,Male,Japan
181.2514349920492,Male,Japan
174.0063266293482,Male,Japan
165.7618092314103,Male,Japan
177.8854141802644,Male,Japan
183.91204088490508,Male,Japan
165.60136284763564,Male,Japan
178.53671406024995,Male,Japan
171.88870489055333,Male,Japan
165.99799098191346,Male,Japan
175.33799083470626,Male,Japan
178.79552342631868,Male,Japan
172.17929076152515,Male,Japan
160.9469608811589,Male,Japan
176.93045326601876,Male,Japan
176.414803160408,Male,Japan
176.0243871752046,Male,Japan
180.9762627578401,Male,Japan
169.59629362387713,Male,Japan
182.4249452716701,Male,Japan
174.83762210527044,Male,Japan
172.6131291500353,Male,Japan
166.0161725078387,Male,Japan
168.00071791742658,Male,Japan
174.70193111543233,Male,Japan
159.27401502370196,Male,Japan
168.57742534731983,Male,Japan
172.02771380432344,Male,Japan
176.9633500370498,Male,Japan
162.81636621685422,Male,Japan
177.72521277327266,Male,Japan
164.6436401125462,Male,Japan
172.5741298966164,Male,Japan
182.60174427360576,Male,Japan
159.963975451256,Male,Japan
166.8216271258907,Male,Japan
165.27355623850957,Male,Japan
162.70455673707374,Male,Japan
175.9656867158367,Male,Japan
165.31181415029855,Male,Japan
183.76070392820915,Male,Japan
182.85053002560366,Male,Japan
179.4063827125152,Male,Japan
175.32303074588665,Male,Japan
162.39038023939383,Male,Japan
181.3229367157585,Male,Japan
167.92188014205462,Male,Japan
169.4774370467617,Male,Japan
172.31604460861658,Male,Japan
181.74845722666964,Male,Japan
177.8454856081162,Male,Japan
170.40362543273116,Male,Japan
158.32764044980317,Male,Japan
178.0603200882462,Male,Japan
169.55790599348242,Male,Japan
170.3616377864752,Male,Japan
167.1603522786001,Male,Japan
180.91882113186455,Male,Japan
170.34161757513615,Male,Japan
169.74736976949015,Male,Japan
162.49128930301487,Male,Japan
174.9429933720531,Male,Japan
165.01050157756703,Male,Japan
170.97514941414633,Male,Japan
166.16922326006716,Male,Japan
168.95148376946563,Male,Japan
166.14726962424916,Male,Japan
177.1381346141784,Male,Japan
170.7044519144169,Male,Japan
150.7214376145239,Male,Japan
171.44258773091903,Male,Japan
176.7077193664789,Male,Japan
181.3252348091535,Male,Japan
176.46843963193987,Male,Japan
167.52107768549118,Male,Japan
171.44982410799489,Male,Japan
174.43558346185745,Male,Japan
167.68033474080386,Male,Japan
179.00632756189955,Male,Japan
167.70149517916,Male,Japan
169.79325675059113,Male,Japan
168.01685354645124,Male,Japan
177.3345951639039,Male,Japan
176.97195284541124,Male,Japan
165.50555756295108,Male,Japan
163.37544493339774,Male,Japan
161.217482403269,Female,Japan
162.75002429520518,Female,Japan
158.16682044116763,Female,Japan
162.19843128462156,Female,Japan
150.0437215341299,Female,Japan
143.58943398732356,Female,Japan
154.02006193444473,Female,Japan
161.13989082178543,Female,Japan
147.39236349431306,Female,Japan
157.637615643004,Female,Japan
170.54051525077875,Female,Japan
163.60312692867956,Female,Japan
168.15235339518225,Female,Japan
165.68913090178654,Female,Japan
159.40258690765506,Female,Japan
163.05189972635426,Female,Japan
156.34973584818647,Female,Japan
145.2628304309181,Female,Japan
161.94400469445677,Female,Japan
153.70169560459559,Female,Japan
158.19374036502603,Female,Japan
149.91512365082693,Female,Japan
146.66916976271773,Female,Japan
160.22606741538058,Female,Japan
154.2200438885921,Female,Japan
156.45067478190273,Female,Japan
147.08836698180036,Female,Japan
161.39049238647348,Female,Japan
159.4720326542924,Female,Japan
155.78781569249435,Female,Japan
160.9474563199181,Female,Japan
147.22627554884852,Female,Japan
159.6464246273627,Female,Japan
159.6082326331335,Female,Japan
163.06699861467786,Female,Japan
153.901765395135,Female,Japan
164.43628236368284,Female,Japan
163.94123996338277,Female,Japan
152.0847180523289,Female,Japan
165.3476859232729,Female,Japan
153.89706182142544,Female,Japan
157.03902239659897,Female,Japan
158.56258261658326,Female,Japan
160.32958974004964,Female,Japan
162.1004698304591,Female,Japan
152.11873972714565,Female,Japan
150.87142285112517,Female,Japan
166.65862483228426,Female,Japan
147.0645288801817,Female,Japan
155.47188318878779,Female,Japan
157.32681929544276,Female,Japan
169.53478536059336,Female,Japan
148.70256588461407,Female,Japan
155.0930806229813,Female,Japan
159.31886049876303,Female,Japan
157.16946826400283,Female,Japan
152.90386118200627,Female,Japan
145.19191131597293,Female,Japan
153.79109928191752,Female,Japan
160.97028868434376,Female,Japan
158.33044855638795,Female,Japan
157.07417649066016,Female,Japan
164.80579979646384,Female,Japan
164.39239316259102,Female,Japan
154.7127102177841,Female,Japan
156.83756421866542,Female,Japan
156.93387640699072,Female,Japan
162.8071041583767,Female,Japan
169.89890276941532,Female,Japan
152.00876132242564,Female,Japan
158.27890417685623,Female,Japan
157.74048795232778,Female,Japan
163.41165686238432,Female,Japan
160.36827612803773,Female,Japan
170.0691473337485,Female,Japan
160.13435626584825,Female,Japan
167.33207587675867,Female,Japan
162.54449481657358,Female,Japan
162.44007791628445,Female,Japan
163.51352810771448,Female,Japan
154.34791881711467,Female,Japan
147.55854974156307,Female,Japan
155.5840835992828,Female,Japan
160.7390799056254,Female,Japan
159.58178490214846,Female,Japan
167.77140798582658,Female,Japan
160.74681879947732,Female,Japan
155.38240641525104,Female,Japan
155.73473388077292,Female,Japan
158.18295551147472,Female,Japan
162.40872562686997,Female,Japan
166.5269534173511,Female,Japan
151.8348716456902,Female,Japan
151.86632924942955,Female,Japan
164.00213412629552,Female,Japan
158.66704953651052,Female,Japan
164.66473421008834,Female,Japan
158.39259616607055,Female,Japan
154.45208199376412,Female,Japan
145.55255082854376,Female,Japan
150.15013186114274,Female,Japan
158.70500900822046,Female,Japan
156.99675395422832,Female,Japan
155.26144005136263,Female,Japan
165.05044313324078,Female,Japan
155.3329307007611,Female,Japan
157.46910319223073,Female,Japan
156.194339193688,Female,Japan
162.5522756596012,Female,Japan
164.16584601961566,Female,Japan
173.7128056971466,Female,Japan
159.6344043369963,Female,Japan
164.83155803566657,Female,Japan
154.05367240925113,Female,Japan
146.54916216298446,Female,Japan
154.63899333606702,Female,Japan
160.4964801272251,Female,Japan
167.15918443253292,Female,Japan
150.7161236946257,Female,Japan
161.85168986699853,Female,Japan
157.35784055360722,Female,Japan
147.06912590045852,Female,Japan
150.74247694894476,Female,Japan
157.32021439845573,Female,Japan
157.72414484086795,Female,Japan
156.91075673798625,Female,Japan
149.2674789106107,Female,Japan
156.75907498920455,Female,Japan
156.38529813417014,Female,Japan
155.66046479182023,Female,Japan
157.6281116824505,Female,Japan
159.0747896911869,Female,Japan
160.76692828330468,Female,Japan
153.7808014248723,Female,Japan
158.0967705710228,Female,Japan
160.33887329978276,Female,Japan
157.67390158015868,Female,Japan
150.0012118870922,Female,Japan
165.70998097270217,Female,Japan
160.0829308218643,Female,Japan
158.46075741581643,Female,Japan
152.5776523002629,Female,Japan
151.16744993719777,Female,Japan
162.51341622671475,Female,Japan
158.81445218901533,Female,Japan
152.2466117181154,Female,Japan
163.70226886019455,Female,Japan
156.66124723365363,Female,Japan
147.17620074919617,Female,Japan
158.68358454039486,Female,Japan
162.55103881907877,Female,Japan
161.8698437187431,Female,Japan
165.53965334350062,Female,Japan
154.94817096849135,Female,Japan
158.31136388098406,Female,Japan
163.07766088800085,Female,Japan
151.9844179108247,Female,Japan
158.15357253172098,Female,Japan
165.23576157871656,Female,Japan
161.41421178878136,Female,Japan
166.30869213556107,Female,Japan
157.93932987629037,Female,Japan
166.35320143557956,Female,Japan
156.77821685143036,Female,Japan
159.33085888122926,Female,Japan
159.86092830604207,Female,Japan
158.23615611843456,Female,Japan
164.04788324583572,Female,Japan
158.3541992197987,Female,Japan
158.37457944694697,Female,Japan
154.7835620113891,Female,Japan
157.52301722616423,Female,Japan
160.52287218531242,Female,Japan
153.88288752027378,Female,Japan
146.96923388204644,Female,Japan
152.17192312972784,Female,Japan
162.1972681563569,Female,Japan
158.4077889517642,Female,Japan
152.18621791652055,Female,Japan
160.0449466029003,Female,Japan
160.7637688647116,Female,Japan
165.96437849810124,Female,Japan
155.15731494116903,Female,Japan
159.12495690028197,Female,Japan
163.14835368936352,Female,Japan
156.17603518867512,Female,Japan
152.25711684960115,Female,Japan
157.878535089785,Female,Japan
155.68998895372306,Female,Japan
150.7585602669877,Female,Japan
158.08491786399657,Female,Japan
146.99304041782085,Female,Japan
156.4226756574136,Female,Japan
151.5157235642813,Female,Japan
170.70956771772933,Female,Japan
154.08295974507703,Female,Japan
158.6600450505309,Female,Japan
161.70875650210388,Female,Japan
155.33877851926238,Female,Japan
158.60618324812197,Female,Japan
