_id,CT_ID,Collection,Coilection_ID,Subgenus,Species,Year,Month,Collecting_date,Country,Location,Latitude,Longitude,Elevation_minimum,Elevation_maximum,Collector,Caste
152,CT#152,NHMUK,010814580,Pyrobombus,Bombus flavescens,1935,Jan,10/1/1935,Malaysia,Cameron highlands,4.4721,101.3801,NA,NA,H. T. Pagden,Worker
153,CT#153,NHMUK,010814581,Pyrobombus,Bombus flavescens,1935,Sep,30/9/1935,Malaysia,Tanah Rata,4.4706,101.3766,NA,NA,H. T. Pagden,Worker
154,CT#154,NHMUK,010814582,Pyrobombus,Bombus flavescens,1935,Sep,30/9/1935,Malaysia,Tanah Rata,4.4706,101.3766,NA,NA,H. T. Pagden,Worker
155,CT#155,NHMUK,010814583,Pyrobombus,Bombus flavescens,1935,Sep,30/9/1935,Malaysia,Tanah Rata,4.4706,101.3766,NA,NA,H. T. Pagden,Worker
156,CT#156,NHMUK,010814584,Pyrobombus,Bombus flavescens,1964,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Worker
157,CT#157,NHMUK,010814585,Pyrobombus,Bombus flavescens,1964,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Worker
158,CT#158,NHMUK,010814586,Pyrobombus,Bombus flavescens,1964,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Worker
159,CT#159,NHMUK,010814587,Pyrobombus,Bombus flavescens,1964,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Worker
160,CT#160,NHMUK,010814588,Pyrobombus,Bombus flavescens,1964,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Worker
161,CT#161,NHMUK,010814589,Pyrobombus,Bombus flavescens,1964,Feb,16/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Worker
162,CT#162,NHMUK,010814590,Pyrobombus,Bombus flavescens,1964,Feb,16/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Worker
163,CT#163,NHMUK,010814591,Pyrobombus,Bombus flavescens,1964,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Queen
164,CT#164,NHMUK,010814592,Pyrobombus,Bombus flavescens,1964,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Queen
165,CT#165,NHMUK,010814593,Pyrobombus,Bombus flavescens,1964,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Queen
166,CT#166,NHMUK,010814594,Pyrobombus,Bombus flavescens,1964,Feb,16/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Queen
167,CT#167,NHMUK,010814595,Pyrobombus,Bombus flavescens,1964,Feb,16/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Queen
168,CT#168,NHMUK,010814596,Pyrobombus,Bombus flavescens,1930,Mar,17/3/1930,Malaysia,Tanah Rata,4.4706,101.3766,1230.00,1230.00,C. E. Miller,Queen
169,CT#169,NHMUK,010814597,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
170,CT#170,NHMUK,010814598,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
171,CT#171,NHMUK,010814599,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
172,CT#172,NHMUK,010814600,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
173,CT#173,NHMUK,010814601,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
174,CT#174,NHMUK,010814602,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844.00,1844.00,H. M. Pendlebury,Male
175,CT#175,NHMUK,010814603,Pyrobombus,Bombus flavescens,1935,Aug,6/8/1935,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1676.00,H. M. Pendlebury,Male
176,CT#176,NHMUK,010814604,Pyrobombus,Bombus flavescens,1938,Jul,17/7/1938,Malaysia,Cameron highlands,4.4721,101.3801,1524.00,1524.00,H. M. Pendlebury,Worker
177,CT#177,NHMUK,010814605,Pyrobombus,Bombus flavescens,1939,Oct,5/10/1939,Malaysia,Gunung Jerai,5.7875,100.4339,1696.00,1696.00,H. M. Pendlebury,Worker
178,CT#178,NHMUK,010814606,Pyrobombus,Bombus flavescens,1939,May,27/5/1939,Malaysia,Cameron highlands,4.4721,101.3801,1524.00,1524.00,H. M. Pendlebury,Male
179,CT#179,NHMUK,010814607,Pyrobombus,Bombus flavescens,1939,May,12/5/1939,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1524.00,H. M. Pendlebury,Worker
180,CT#180,NHMUK,010814608,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
181,CT#181,NHMUK,010814609,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
182,CT#182,NHMUK,010814610,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
183,CT#183,NHMUK,010814611,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
184,CT#184,NHMUK,010814612,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
185,CT#185,NHMUK,010814613,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
186,CT#186,NHMUK,010814614,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
187,CT#187,NHMUK,010814615,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
188,CT#188,NHMUK,010814616,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
189,CT#189,NHMUK,010814617,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
190,CT#190,NHMUK,010814618,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
191,CT#191,NHMUK,010814619,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Worker
192,CT#192,NHMUK,010814620,Pyrobombus,Bombus flavescens,1923,Jun,NA,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,F.N.C.,Male
193,CT#193,NHMUK,010814621,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
194,CT#194,NHMUK,010814622,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
195,CT#195,NHMUK,010814623,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
196,CT#196,NHMUK,010814624,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
197,CT#197,NHMUK,010814625,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
198,CT#198,NHMUK,010814626,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844.00,1844.00,H. M. Pendlebury,Male
199,CT#199,NHMUK,010814627,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844.00,1844.00,H. M. Pendlebury,Male
200,CT#200,NHMUK,010814628,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844.00,1844.00,H. M. Pendlebury,Male
201,CT#201,NHMUK,010814629,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1844.00,1844.00,H. M. Pendlebury,Male
202,CT#202,NHMUK,010814630,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844.00,1844.00,H. M. Pendlebury,Worker
203,CT#203,NHMUK,010814631,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Worker
204,CT#204,NHMUK,010814632,Pyrobombus,Bombus flavescens,1923,Oct,13/10/1923,Malaysia,Cameron highlands,4.4721,101.3801,1585.00,1585.00,H. M. Pendlebury,Worker
205,CT#205,NHMUK,010814633,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
206,CT#206,NHMUK,010814634,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844.00,1844.00,H. M. Pendlebury,Male
207,CT#207,NHMUK,010814635,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
208,CT#208,NHMUK,010814636,Pyrobombus,Bombus flavescens,1931,May,28/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1463.00,1463.00,H. M. Pendlebury,Worker
209,CT#209,NHMUK,010814637,Pyrobombus,Bombus flavescens,1931,May,24/5/1931,Malaysia,Cameron highlands,4.4721,101.3801,1433.00,1433.00,H. M. Pendlebury,Worker
210,CT#210,NHMUK,010814638,Pyrobombus,Bombus flavescens,1931,May,29/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1463.00,1463.00,H. M. Pendlebury,Worker
211,CT#211,NHMUK,010814639,Pyrobombus,Bombus flavescens,1935,Sep,6/9/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524.00,1829.00,H. M. Pendlebury,Worker
212,CT#212,NHMUK,010814640,Pyrobombus,Bombus flavescens,1935,Nov,6/11/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524.00,1524.00,H. M. Pendlebury,Worker
213,CT#213,NHMUK,010814641,Pyrobombus,Bombus flavescens,1935,Sep,6/9/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524.00,1829.00,H. M. Pendlebury,Worker
214,CT#214,NHMUK,010814642,Pyrobombus,Bombus flavescens,1938,Jul,21/7/1938,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. M. Pendlebury,Worker
215,CT#215,NHMUK,010814643,Pyrobombus,Bombus flavescens,1938,Jul,21/7/1938,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. M. Pendlebury,Male
216,CT#216,NHMUK,010814644,Pyrobombus,Bombus flavescens,1939,May,12/5/1939,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1524.00,H. M. Pendlebury,Worker
217,CT#217,NHMUK,010814645,Pyrobombus,Bombus flavescens,1939,Dec,5/12/1939,Malaysia,Gunung Perdah,4.495182,101.358765,1554.00,1554.00,H. M. Pendlebury,Worker
218,CT#218,NHMUK,010814646,Pyrobombus,Bombus flavescens,1935,Dec,6/12/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524.00,1676.00,H. M. Pendlebury,Queen
219,CT#219,NHMUK,010814647,Pyrobombus,Bombus flavescens,1923,Jun,"June, 1923",Malaysia,Gunung Berembun Summit,4.3333,101.45,1844.00,1844.00,F.N.C.,Male
220,CT#220,NHMUK,010814648,Pyrobombus,Bombus flavescens,1923,Jul,17/7/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844.00,1844.00,H. M. Pendlebury,Male
221,CT#221,NHMUK,010814649,Pyrobombus,Bombus flavescens,1935,Sep,6/9/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524.00,1829.00,H. M. Pendlebury,Male
222,CT#222,NHMUK,010814650,Pyrobombus,Bombus flavescens,1938,Jul,21/7/1938,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. M. Pendlebury,Worker
223,CT#223,NHMUK,010814651,Pyrobombus,Bombus flavescens,1923,Jun,20/6/1923,Malaysia,Tanah Rata,4.4706,101.3766,1463.00,1463.00,H. M. Pendlebury,Male
224,CT#224,NHMUK,010814652,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
225,CT#225,NHMUK,010814653,Pyrobombus,Bombus flavescens,1923,Jun,21/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1585.00,1585.00,H. M. Pendlebury,Worker
226,CT#226,NHMUK,010814654,Pyrobombus,Bombus flavescens,1935,Sep,6/9/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524.00,1829.00,H. M. Pendlebury,Male
227,CT#227,NHMUK,010814655,Pyrobombus,Bombus flavescens,1923,Jun,18/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1585.00,1585.00,H. M. Pendlebury,Worker
228,CT#228,NHMUK,010814656,Pyrobombus,Bombus flavescens,1938,Jul,21/7/1938,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. M. Pendlebury,Worker
229,CT#229,NHMUK,010814657,Pyrobombus,Bombus flavescens,1939,Aug,5/8/1939,Malaysia,Gunung Berembun,4.3333,101.45,1841.00,1841.00,H. M. Pendlebury,Worker
230,CT#230,NHMUK,010814658,Pyrobombus,Bombus flavescens,1935,Jun,18/6/1935,Malaysia,Cameron highlands,4.4721,101.3801,1372.00,1676.00,H. M. Pendlebury,Worker
231,CT#231,NHMUK,010814659,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844.00,1844.00,H. M. Pendlebury,Worker
232,CT#232,NHMUK,010814660,Pyrobombus,Bombus flavescens,1935,Jun,15/6/1935,Malaysia,Cameron highlands,4.4721,101.3801,1219.00,1371.00,H. M. Pendlebury,Worker
233,CT#233,NHMUK,010814661,Pyrobombus,Bombus flavescens,1939,May,14/5/1939,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2031.00,2031.00,H. M. Pendlebury,Worker
234,CT#234,NHMUK,010814662,Pyrobombus,Bombus flavescens,1935,Aug,6/8/1935,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1676.00,H. M. Pendlebury,Worker
235,CT#235,NHMUK,010814663,Pyrobombus,Bombus flavescens,1936,May,21/5/1936,Malaysia,Gunung Berembun,4.3333,101.45,1840.00,1840.00,H. M. Pendlebury,Worker
236,CT#236,NHMUK,010814664,Pyrobombus,Bombus flavescens,1931,Feb,6/2/1931,Malaysia,Tanah Rata,4.4706,101.3766,1463.00,1463.00,H. M. Pendlebury,Worker
237,CT#237,NHMUK,010814665,Pyrobombus,Bombus flavescens,1923,Dec,6/12/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844.00,1844.00,H. M. Pendlebury,Worker
238,CT#238,NHMUK,010814666,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844.00,1844.00,H. M. Pendlebury,Male
239,CT#239,NHMUK,010814667,Pyrobombus,Bombus flavescens,1923,Jun,17/6/1923,Malaysia,Gunung Berembun,4.3333,101.45,1844.00,1844.00,H. M. Pendlebury,Male
240,CT#240,NHMUK,010814668,Pyrobombus,Bombus flavescens,1935,Sep,6/9/1935,Malaysia,Cameron highlands,4.4721,101.3801,1524.00,1829.00,H. M. Pendlebury,Worker
241,CT#241,NHMUK,010814669,Pyrobombus,Bombus flavescens,1939,Aug,5/8/1939,Malaysia,Gunung Berembun,4.3333,101.45,1840.00,1840.00,H. M. Pendlebury,Worker
242,CT#242,NHMUK,010814670,Pyrobombus,Bombus flavescens,1935,Jun,21/6/1935,Malaysia,Cameron highlands,4.4721,101.3801,1219.00,1371.00,H. M. Pendlebury,Worker
243,CT#243,NHMUK,010814671,Pyrobombus,Bombus flavescens,1939,May,21/5/1939,Malaysia,Gunung Berembun,4.3333,101.45,1840.00,1840.00,H. M. Pendlebury,Worker
244,CT#244,NHMUK,010814672,Pyrobombus,Bombus flavescens,1931,May,29/5/1931,Malaysia,Cameron highlands,4.4721,101.3801,1402.00,1402.00,H. T. Pagden,Worker
245,CT#245,NHMUK,010814673,Pyrobombus,Bombus flavescens,1931,May,23/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1402.00,1402.00,H. T. Pagden,Worker
246,CT#246,NHMUK,010814674,Pyrobombus,Bombus flavescens,1931,May,29/5/1931,Malaysia,Cameron highlands,4.4721,101.3801,1402.00,1402.00,H. T. Pagden,Worker
247,CT#247,NHMUK,010814675,Pyrobombus,Bombus flavescens,1931,May,25/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1402.00,1402.00,H. T. Pagden,Worker
248,CT#248,NHMUK,010814676,Pyrobombus,Bombus flavescens,1931,May,25/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1402.00,1402.00,H. T. Pagden,Worker
249,CT#249,NHMUK,010814677,Pyrobombus,Bombus flavescens,1931,May,23/5/1931,Malaysia,Tanah Rata,4.4706,101.3766,1402.00,1402.00,H. T. Pagden,Worker
250,CT#250,NHMUK,010814678,Pyrobombus,Bombus flavescens,1923,Jun,14/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Worker
251,CT#251,NHMUK,010814679,Pyrobombus,Bombus flavescens,1923,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
252,CT#252,NHMUK,010814680,Pyrobombus,Bombus flavescens,1923,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Male
253,CT#253,NHMUK,010814681,Pyrobombus,Bombus flavescens,1940,Nov,6/11/1940,Malaysia,Gunung Brinchang,4.5155128,101.4156224,NA,NA,"Yusoff, Agri. Dept.",Worker
254,CT#254,NHMUK,010814682,Pyrobombus,Bombus flavescens,1940,Nov,6/11/1940,Malaysia,Gunung Brinchang,4.5155128,101.4156224,NA,NA,"Yusoff, Agri. Dept.",Worker
255,CT#255,NHMUK,010814683,Pyrobombus,Bombus flavescens,NA,NA,NA,Malaysia,NA,4.4721,101.3801,NA,NA,H. T. Pagden,Queen
256,CT#256,NHMUK,010814684,Pyrobombus,Bombus flavescens,1923,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Queen
257,CT#257,NHMUK,010814685,Pyrobombus,Bombus flavescens,1964,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. M. Pendlebury,Queen
258,CT#258,NHMUK,010814686,Pyrobombus,Bombus flavescens,1923,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Queen
259,CT#259,NHMUK,010814687,Pyrobombus,Bombus flavescens,1923,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Queen
260,CT#260,NHMUK,010814688,Pyrobombus,Bombus flavescens,1923,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Queen
261,CT#261,NHMUK,010814689,Pyrobombus,Bombus flavescens,1923,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Queen
262,CT#262,NHMUK,010814690,Pyrobombus,Bombus flavescens,1964,Feb,14/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Queen
263,CT#263,NHMUK,010814691,Pyrobombus,Bombus flavescens,1923,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Queen
264,CT#264,NHMUK,010814692,Pyrobombus,Bombus flavescens,1939,May,14/5/1939,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2031.00,2031.00,H. M. Pendlebury,Queen
265,CT#265,NHMUK,010814693,Pyrobombus,Bombus flavescens,1938,Jul,18/7/1938,Malaysia,Cameron highlands,4.4721,101.3801,1585.00,1585.00,H. M. Pendlebury,Queen
266,CT#266,NHMUK,010814694,Pyrobombus,Bombus flavescens,1923,Jun,16/6/1923,Malaysia,Cameron highlands,4.4721,101.3801,1463.00,1463.00,H. M. Pendlebury,Queen
267,CT#267,NHMUK,010814695,Pyrobombus,Bombus flavescens,1964,Feb,16/2/1964,Malaysia,Gunung Brinchang,4.5182965,101.3787402,2030.00,2030.00,H. T. Pagden,Queen
268,CT#268,NHMUK,010814696,Melanobombus,Bombus festivus,1931,Jul,27/7/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Male
269,CT#269,NHMUK,010814697,Melanobombus,Bombus festivus,1931,Jun,8/6/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Male
270,CT#270,NHMUK,010814698,Melanobombus,Bombus festivus,1931,Jun,8/6/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Male
271,CT#271,NHMUK,010814699,Melanobombus,Bombus festivus,1931,Aug,8/8/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Male
272,CT#272,NHMUK,010814700,Melanobombus,Bombus festivus,1931,Aug,25/8/1931,Myanmar,Adung Valley ,28.13,97.7,3658.00,3658.00,Lord Cranbrook,Male
273,CT#273,NHMUK,010814701,Melanobombus,Bombus eximius,1938,Dec,8/12/1938,Myanmar,Nam Tamai Valley,27.7,97.9,1829.00,1829.00,R. Kaulback,Worker
274,CT#274,NHMUK,010814702,Melanobombus,Bombus eximius,1931,Oct,10/10/1931,Myanmar,Adung Valley ,28.13,97.7,1829.00,1829.00,Lord Cranbrook,Worker
275,CT#275,NHMUK,010814703,Melanobombus,Bombus eximius,1931,Dec,11/12/1931,Myanmar,Adung Valley ,28.13,97.7,1829.00,1829.00,Lord Cranbrook,Queen
276,CT#276,NHMUK,010814704,Melanobombus,Bombus eximius,1934,May,NA,Myanmar,Taunggyi,20.7888,97.0337,NA,NA,Prof. F.J. Meggitt,Worker
277,CT#277,NHMUK,010814705,Melanobombus,Bombus eximius,1894,Apr,NA,Myanmar,Chin Hills,22.5,93.5,NA,NA,NA,Worker
278,CT#278,NHMUK,010814706,Melanobombus,Bombus eximius,NA,NA,NA,Myanmar,Taunggyi,20.7888,97.0337,NA,NA,Prof. F.J. Meggitt,Worker
279,CT#279,NHMUK,010814707,Melanobombus,Bombus eximius,1892,Feb,NA,Myanmar,Mulayit Taung,16.1833,98.5275,1524.00,1524.00,C. T. Bingham,Queen
280,CT#280,NHMUK,010814708,Melanobombus,Bombus eximius,1922,Mar,24/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Worker
281,CT#281,NHMUK,010814709,Melanobombus,Bombus eximius,1922,Mar,30/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Male
282,CT#282,NHMUK,010814710,Melanobombus,Bombus eximius,1922,Mar,28/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Worker
283,CT#283,NHMUK,010814711,Melanobombus,Bombus eximius,1922,Mar,30/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Worker
284,CT#284,NHMUK,010814712,Melanobombus,Bombus eximius,1922,Mar,29/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Worker
285,CT#285,NHMUK,010814713,Melanobombus,Bombus eximius,1922,Jan,4/1/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Queen
286,CT#286,NHMUK,010814714,Melanobombus,Bombus eximius,1922,Mar,29/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Worker
287,CT#287,NHMUK,010814715,Melanobombus,Bombus eximius,1922,Mar,24/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Male
288,CT#288,NHMUK,013383964,Melanobombus,Bombus eximius,1922,Mar,16/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1524.00,1524.00,H. M. Pendlebury,Worker
289,CT#289,NHMUK,013383977,Melanobombus,Bombus eximius,1922,Jan,4/1/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Queen
290,CT#290,NHMUK,013383967,Melanobombus,Bombus eximius,1922,Mar,30/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Worker
291,CT#291,NHMUK,010814716,Melanobombus,Bombus eximius,1922,Mar,13/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1402.00,1402.00,H. M. Pendlebury,Male
292,CT#292,NHMUK,010814717,Melanobombus,Bombus eximius,1922,Mar,16/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1676.00,1768.00,H. M. Pendlebury,Worker
293,CT#293,NHMUK,010814718,Melanobombus,Bombus eximius,1922,Mar,28/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Worker
294,CT#294,NHMUK,010814719,Melanobombus,Bombus eximius,1922,Mar,30/3/1922,Thailand,Nakhon Si Thammarat,8.494166,99.7124904,1768.00,1768.00,H. M. Pendlebury,Queen
295,CT#295,NHMUK,013383957,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Queen
296,CT#296,NHMUK,010814720,Melanobombus,Bombus rufipes,1914,May,NA,Indonesia,Kerinci peak,-1.6967,101.2642,3048.00,3048.00,NA,Worker
